TASK,NAME,EMAIL,STATUS,CREATED_AT,UPDATED_AT,DELETED_AT,FILED1,FILED2
"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack","Muhammed MacIntyre",52929,7.34,6.47,1.22,"Northwest Territories",e90Vx8ppPV6fxgFKrrFNOqG2TB4gK2/n3cQxcnpAz1rT6vjqANPLi23WPUgFyRxae/ug9jMvhIKFgDU6NjvYAzotjZyrFLVO9fmdP0V74l3KfzQWz+ivf3gWpJKjWwsmopHQxURIIGwVpUyePMA8wSotF6mMhTwHm6tIdYf9VufjgztZX98L7xX1ribbxkLaNliH9o7K1BoPaK795zeDn7MdVhu6it3WjEq9DfF2fPuiuqEtAmQd9z/nfrmhBfmxoOByPkSMcbm2rdMbnuTS0OAe4k4UDEWhZxZnpfjqkAclEbCWA7HHy0dUonQqalZ19/rDT2O2pVIBIxZIyBpt1XE1SmW4q91xFfjMODWmyBs+ox4qZCtSFTivu9LUCEGqt0yzktZRrcQ4oNE1Ze+kRs4mLR0hl2VpWX0ZdHd2zx1AiQfyzAVEr1mM6enGDsvP/Wd1KHl+G7IYlrcEZ1+3YipNdvOB172JGqNuJ+fwqmazhP3Jf4TEumbfSZ06sRWaZLA7dOw/GA8jWVqbIvViUw3lz7vGOnLzwAN7CRvrZLXcou1TC0ZBtGm6dfj5FkKV09Ay5ju/waYTQETSjuzOCgztqJMEgXGSm7gv1nMnT8LSpDjYIXT7nVkIJiPuHhxPaoSgoiWopE8xCA91vxC6jz8b2EvIRSucNl010TZRKP8=,d/2A5paHiHx0jmQzpJJWBt/Bw0k0Q1FatrcholLWbhdy5B0e8WUV3iWBgKmwwg8Da2NPnWa57hhfFHFvQBZRdeP1MRJ0u6Sv7DIKgnqi0tIMcV9bYJ/kfUJG5EgUMkOH6N5FefCJpHTZeEVKz3hsfG8BQZImiBRi58P1RqCc6hUxDTF8TL8kIWwORev9ky4tmhpmbqmcsH+3uG84RDY67RwmEPGa376F/J35p8xrSfOBL64wMmvxPPrHoSnL0bYwzYHYo/5D/YorljzBxG2pgQ6vTQHCrb/vJpU5gDDd8mggLc3YfYbjkLrcWyZE1Wy6l16alDS3VlLP9dqRXYLXhevb33Qq8ip2TSAN+D+VcCk5BNa54d1TRneCB4wZKa6Hg6ZN0c1HYkJlyIj1GmGqOVik6IoRlxztV++H2d2be7Qsqs1GtEgMz+jAPymmsjshODSP4GpHtw98ghed5wTEydA+649FUauYbYtx0n/oQp3R8v7UTusEO+Kmz4lH+GtTauHys+nbIPEUxDvxMQXGKJOncvLmjLxgChgIViQLy12G5wVmaZpYuSoICBqtmZxRzuXZT2BPVijS1ev5NQW+0isJG3BJThjinnbTZSWCQl+IGOhgdrgsMUs6czjcmX51BEzoI9/Uh79IpZIfGgiXWpGeBjPyerVzCca/WIxMXGs=
"Staples Vinyl Coated Paper Clips","Muhammed MacIntyre",52929,19.68,3.93,0.99,"Northwest Territories",JTwEXl/+mst1pVXpI1SIKIFLEAiWEYvMu0Xhq/HplCizaJdESVJH4+8jDi3A3S1LCpWY9u4aQZmFXh8SF74/giJZqmOxTlj5Nonv5OyX0uc+55RZzsPO+5HxQ30Dmea/VTSF25PbPwio74BtWFeOviUh3RymxCZ0MbzklLIxPsMfn1ogi1j7mjMB2cr+VbG4AXZX5DFEfnmX6F5nOvF2NcUS/mBDQ3IDBY9QmIyLPq8bKz9+C6DV2ILTL8tZf5a3WnqADUXq8A7HOM6i9DbiRnkB4qlxin/0q5Pgj7k1DJODfYGqfsHHgKRAhrgiWoLk9ry0k7hGcWK1zjvbGaiGDeKcDa51MuqMrbVNevCp/OFZJhlGWFys26Y1Pj793Bj6laDPimGVQg6bl+Nw539a68VP6X0saH4TRT/YmEVgzuT1CiT4SBisgtodUQY6wEeNaESpzE1gxXqateWkPW2biqcYym24tMoEoIv6QEaVz+HFVMx87DPdbXXMZS+QeFWi0kMD9WQt1/jB3+Em+G2J0cdTO7hreF/J7IjttLCW3HuyoJgzcUfxChdHTfjfKKBcFz9Fdtq+mxIYS6+/SmC5OUE14Mocz9mE16g1NJwHaNeEZfgeg8UJ61kLYR+N3C3ljviR+GEJLnv9kj9IsC7bFjyKq2wWSlf6bjXrL2nRRfQ=,wrYUiFlKJQRfU82aITlBCkBpg3S8c/ZVNaRLl63pVYb3IqLqvdrTK+lQCDz2CX0vu3yIp05d1dMCTrkrUSXyuzIUUs2i6H6+obBQ7p3zgcCrAZeTs+Co8BHbCNUFlP6qYuwtUxHyYWkbUcxPPwzipC/vL61wS1scyBANaCQVyFQPQBDeuIC5RdPK0xCba8UbDGlx7nIcEbLmgKs5SNPaOYOG6twOvkIesFPX2V/ljRpYX4sMIL4CtUaCCq8Xz9VTuXm8D9zHwD+AbRpDtn4cgCi1Mc1TsqMbV29Ly6GSWRgli5Z8Q4eYvm50UmAt3YLMyU9JOoOf6DG/ed5a+wGkD86sQAYKTwrEZL7jUViYGlTSwBlZyojpFCja0XnMfHjLJPIx5pkWk24+ybO7CD0OsFMD52Bsgfxl55GWJsZfK1+WAlAT58mQZ/1dKGIiEus/mi8XGi4S8UDNk8HDBlxLW4brOLYDHdee4v+AYoCfDZzkejx0SKPILfAsp/oSatB6CgF2U0rBUK2BPVDSla1REAiNxRhN+SoQwuuD36wuIqirhbpXtfUgOSHZM7sLgX0lKqxIWwILumh7d2M7OfidQ5oFZEayT05rQGutNDnyl4E4EmM9Yl6j7vl5HZnDQESCLan8vLcCNdbiH1seX/30DqSK0EfTbAAFrPcQkoIOx7A=
"3M Polarizing Task Lamp with Clamp Arm, Light Gray","Jim Radford",52964,828.27,136.98,24.49,"Northwest Territories",nP0CzTdFqm0ZhzRt8UfS9m3Lf2YD+Vwd2Lp0uVQVfuPYZet2wf//3Cthmfjdf2kBgyDIL7+buijWlHWPBMNpLEV6QIyjEAuAOyJZioS6e2jfapAMHNF4UlmTQ25vrELRW0J95QztFLNVRQXEuOGmi8SB5PsasCiMoiHFb4gyw9f7WItiZnQbQJ9TtfVu+l1GD8gBM7uUXpv2C+p7KIViSu98jRO2U/9Oe/NvFwkz7uw2O+Hvw60yI3CyB3or3fBGSBkZxs8tQuLgyDBVfAK8Y1IxU1kAOZbqMlz9wSjJC5lnHClTSVMft4/yTAZq7chMN9cv+DpkvXAfFuFXR5NcYmAILfPiiRKgtyHSINXDrtLLsR/gn9XFfRoiL5iBgP7uhnOIM7SrgW1vFJD4te2SLWKDiPvH5QhNBst+HRUUHXX+AVAKUR4Uxgcmu21vPhRtTNRhUXbPiR2QuwFspiDa0fu6FOWgyd/ojdoyw8xreEApduSuS/PsguQ0BZ/11p92VROTXHt3hXCWr7MPgMFk311qY4AXILdNfnxx2Vt7+4P5EstH4DLzbCqz/3CfuKWMeO/tjpORJznCS3kJl2illl5TG++9bX8OcAEE8K5zcUssHttEu8HgXHoewHvq//Dj+ywFCm9N5tLYw7ekMJb1LeMWk6Uz+bIJUnYYDNjhm6I=,LpzQtqHP507ixi5bdxtjgOSreYq8u4up0SHmwdabUf+KlZN8BuSwuNyqoIhAX2QFHXERRTKp2pMdzFHCENnuwCF5N76GFubdqMaTI+kvDtU/c/dMuwjHxc6UElvHXSAa8OgsYPjXdqYr37dQ5WICfI43F2OhxzLd/vO6Y9Fhj6M1ryYfKTQYZ+rquuWVWtjZYwpkoxbLpnwwzjrvimHQnXoYfeqUtuDVYHVzRdYQMbrUyljzfr3UW7TsYbVrR5kuMmKlmp+VwX1mOqGgD95yAkiublzsKkrsfdwSOGVVK2UdH+gcY+81BHS+CSGIAiZCnJOEXspJ7e+m0mEv8gIePZgtk39H4Hzlc7d+SfFFi3GF3OCi5sCtvCwn8jb29gp9SUDuuD+FD7g6esKRRthUj3sEaxoPRkWSfJqzoukciYXV+h2SVI7NXh9Gk06baCbq8ljhHuk88+IVx/A83c2rQSIEMlO8vpKJPTsk1zhtxL6oYVXh3L74pMTeSfuskl094FboKBLGI+AC+HXYugqNtZCWXlIFFj7BLbrumFeV9iVomTuXBP+ENLphVoIWD0dZJwuoKPahCL8XAzmUOXaJOTA+UQTpaT4ZyaJ3NLeuHpsGpeLy7KgCI0tjWSBUwpUcWpKgiu+kH+2e72eLRp088C8NRZZGNYwgPtbjzGWvohc=
"Avery 491","Bryan Davis",53156,56.44,4.13,0.99,"Northwest Territories",WgpsxjKdc7bH4sehfKnEUjlLRbk1nmfyBG913NFuOngdyvcLfeH01ygLQ/h/yaHWYcDFhnM6P9GjQqaSTreUZPKuKP+XBGk2lwygbPoWkdi5f4VVdpyihYHPjmkzSMNXBUY/kGClt99VsF70En4QhOFpM//gi/+Y7LvS8C0tWNbYz59LptD2xAeqdeQCPPDUlAibj9vToWH04mPRNnBg1YSCtyJ9s6gHqWUzTkRcyE5q+bXU5N9MuSppQALrLeFYi7WcrNFEvpmsNSZf1x6dzbI3Sw/Rc4XeyEAyex3Vza27U79YSsKTFjxtQSYBBDuI1rU7NJRvTB6h9q9aGJ0LSziBTSGGIEpUrC2fphoi+x0JjT3fEsGGaDZa2ApvEi4AD8OVyysvKi52yNYmXuDqjNWOetYu1r1edgLt2Jh0JV4jZB3nkpXD609f6aAGvXHbTV8Xnq490IT0oKbOlzv6ZMHF7lTpkdPr8LYXEXnOmUELfQHF7GuhTF6RmWQ4DBlPuMqSzzwrx84daOTEpU/bjZSoPyFrPNa5LVt8aM4FlHa/19nLcYSNO1Vm+dpXzbD2qWWn7tMHbEdjQooas+GLwFtEHk0FDzl7yjwyjUWmo4SUGb1RcJyWEqy9Rv7qMRBaLuTZ3V12iYOqcOQBr+GUjw26vfDMTt1jMZH0VCTnOKU=,V4bVr4Yd2TEZpVCeoEoqPwGKSI43nixs+6AQGGYeGT17X+hMf5ddWXaG3k8do+J687bMqlp3dtahmRc131fvoKi1BdFTfXKXM8e9OHA+4q99Ig/ywiALOanjxmKybMOuwmJlf8tpwq1vrd0nd1PMphX55KxZxWPAyEGmtN8bCWRw6kb1/Uii9ncPvZFibYdNBXR/U8jUszebixB0s53hBKlSaThgHqllsUokWy8ppT/o/N1jue34A1aFtRF3OITUrf5mWAShJkCJRTOFeYycHkvAsqjSfBqKueB0zpieVcwrD6NteXod5OnH03OrYMSQVusX+Ucqr/v6VcZL8mLdNNgwfC5eU+TlcYps505LlvXvNck/FwaptyNROxzyxW4jFpszupvl/FaseRTOm/qO3gdsfRnZokxZmqgKOXz7WzRa/0p7sG6gtl+YvU38NoCKB6ozsjxADl4JL3+PPN0MAFCeiDNgFo7pRXeF5vuYOBlC+y2O5Uhi5orllHm47r2ghum8iWAI7jXeix0LChtbGUxCtje7mS6P5UdsxEtXQQUfcH+gaoBDYsXQ5p2v7Mc2Hw+C3+a+v8VLFVuae9I3h9sMfksvUC0JN9g7b8LCJoczl8xY1LjUbPZenILOwZAYLJo8aWtt6ZctH6VxbDRoeCr8rRTkRd1x6JKbR9uTPsM=
"Fellowes Black Plastic Comb Bindings","Anthony Johnson",53511,-243.24,5.81,8.49,"Northwest Territories",HHcSuRi3nSO67Qf3MeW6FWTovWGgCeb9R9vB5uMGhD/QIK/3iKOUintIBr3a5x6/g7McI2Ift/G/oEyYKR4cSw2qRcNq1VM6kgsMVkKI63t+F5p4+2jEaOPtQJoYlF+bwFqZ7DBr+OPT+nY9XzAtWiOUgjx5nTaC3o6rUz4ziPJrLnEuDqsRx+yzJFECCLHcYuFwhX5InOfrCfjm4IgmtH1b4xiX5JVwfIep9/y5MHTEM863MDTJ9tAHJIc2vgKq+LyQMTg1i2yYSGS28mtVUt7WIZvxe2It/jGdebqtlaXkw3wN7m7cnDdj4tyXrgyCpmx96M6OMo+dXUAF98jm2tg5N7ABos/vT3nJVrrttsxx2Xv/F/Nk1FKQcdZlgjM/weDT0LGLHgs3Ef0rE/w1CgfQFk74rzsmoUPIFh5bZZvY0HpubO/oCc34z/xfeqBNb0ph9i7QEIIQzZOmxm1YN2Ciopr7XC+/I0YvIEscFjgnHkMRKz1orT2+HxZ7H6LVIj/cAh50CmCy+ymg9Qj52+fBSlo1C2tlryIlw5t9BByXjGxP68XJgShegN0QUIixIyePb3ifoNF+1cmO9r+NmPzibnV1MtDls52muPxSIbimjBH81y2+WPRBGXAhIbf7yMZECohfxafbywBYczShwVO1asSPO9ERR/2krqL6Snw=,kwKqQIcYdg41FjEHO68OXFNu1We3BLvBRaHgFJxcPw30vDex3LWTHluj0X/n6tzPAHa07APfvz04FWXlNW4N6jlE7dpcHXSjQT0K6Enf0XfN/NzIc4pDULjYmLByHQsTpN5YvF1xEPkTi8RbcZTFMvfS1kB4VfMJ6Wg3TxQz+gGYwGuHOYzF8HnPK1iwbcJ+3O2/Po8/YvxQvvdyHdMOugfEPqjVc1ThKoPNxs1XvBNcDeeHQ3tlYaTHY9X9AqBMlYCYqfQoun3cqtQOV+AfkHSCCibU6WoMJRRVKLBScDMPEfp3gh0cfyWydVFwkepWdJQnSF5XYfYtlpBy3JI8BIeHtldhrN7VTHL3VWcfk+gglxAK0HwWwoAaJSrdF8uw7p4QkVqiT8UaunqT/DuPauPG7R5Ovah8VdlqaLVkpQEcfJfgb0D1CPbe25C386hdTN+iOG8X8wHeXQRQgXGcptFPm7ygYqX1RBXGkJ3kFWF0CI2a/yhTfLk943gVawM4q4J6hY9wrl60wxxHABNmucZCWsQ3a4d8caYN3UJnsV43sJF0fYtPkDQKuQG6816mFVdWVLvSgNXZllGP3zs0sjhxRcAYsFGQYLpbtRasOPb71XCQk1k1tINPDNyJ0j40SuWDhv1HU1XtjSvbJibnjRv1SmgN0Mmcu6ABYrS6IYc=
"Eldon Expressions� Desk Accessory, Wood Pencil Holder, Oak","Anthony Johnson",53511,-53.62,9.65,6.22,"Northwest Territories",CKshxHiIWc4MG3LGao18tMHVDxzhKDrboCZ8dXztQ/Wy4CWcSGypL01mdcNh/t5PR7R6GfOQia4o6qEOX27YF4dm0QT7i1EHS3Xauv/vpacu2WUeaaz+MS14tHgI0XUqn11JuwMc65xwHtX5MeLdhaabKU5NOxDKfAjdxPlPdvR65l722botI1Bd36PX180Y1tNwkpTBKihrxiuwDYGpX9d2zSb3po8ESZt1CyHwJn8GxAeyGFPbQajJvsyM6JezSDkU0owQudYEPFhslhSrC24RwH/SpIHGmQ71bwqUeGIX9VFQtqVBW05KyUXRERcr7bo2WajC/v5e5NhGsi1gjyQZ84RQOxdnzLJgHRG2MudkzgRaQac1i6myDLfIWDw1zfc9af5E6En7OYeHIGjvXBgQg9uYEweKPD7ZROSLUsyJnK1K9gS0SrFKe0Ztltm309VxJMs3F0DjPSE7zYw1wnRDv0UTA7FUNNl6MG93X+qPZLs40TtU2+DHNm59/M2cWwUVdTLN1heEeP5n20ZIHAWGW8RQv1En4lBv6FRci8bYN3c+R1vokO/OkvLjAASQPZ3he/MTtIRNCfMV7Ozr0ehQcfInpL5lRU4So9GlNQAe9yvmEIxZU7oJfyGBNzEceWHzplw07eBcgLZVT/IRoTLcHAFDq2/Kul2uehoTZ0c=,Ksl5jsbFuvqI6IqWmpj8p0RCQ64UGadpIkrN1gMQo5dpk9aVJ8BlzFZRZgJPQDoxZBOTP45tO7xElge1Zv64iBujrOiUGapwXHkRz+Y213nOYjUexQvFEwW9SSK/FAuj9YIN+PtdWkJu4DreFW90ywLqpaPgB9wrjnpeZ2mvWeRFVmAeKMKXs/XPylC/+w6vLTjDkGgSw+9OhbF73bXjjWix6T1KK11OaV7lLgnWemTv4tOoSuRuIiJSXNdptL8MvygONRqcFQAkMkFjx92hMH/Z8Tul2nFP1IRRRpcREY3VjwrRcVT+EURHt04Jje5ePxdCyVh2ogdHMjQgf/Kf6gsBosc4XuAS3sracc3zVLPerotfVwkseusJmNpVd53PKkXfxx2Rkzz5uLIvT+lV3gFdbrd9GfGeqQKzjlY1ic/7sIz4rYZLIu0zTJrv59MeOcQ5xgcbwtfJWqbiZ0gHja23hQbig0t60f2y0gA9qfluBy6BQ3Kt0/TYSOsV45m5HNe4IUZdiuqEs9bmjX9+XzrCSg+JJPYtlMV4Oyj26tP3KodZ7nFDKCXSE9ENgjCZ35i0B/Y8UjkazuMXQ+EX1nyNKWIx7SOnEiuZnqPRffR5hDeFpphnNOjce+zVRH2tW94zsDFkSJKbuFJNB1ENaii2x66+4ApZzlDr2OnDtYQ=
"O'Sullivan 3-Shelf Heavy-Duty Bookcases","Doug Bickford",53797,-213.32,58.14,36.61,"Northwest Territories",3MyUGN0xKbDFf3XYJlgp66FHqo8M53nQyTQVou37g/OZLZpnJSkzL7YSFPU96EVbTUO/zJbxFVDJkZ1YCHG/gpMCBF4dceiODG9YJD4z+KPa2v6sijmDTLhNRcnO8mepLb4ApWMdkKdC6HsS+qthlEvxBOcR15IMIMmQ9ch2j2T1gHDj3NUpDNGc5xori3KtC3mP78bhGDItaFcy/bCnEnzISk+pcr9DTjrV/rB9+6Mq3rsw0IMiCGGJ4LvCjo5pDa7ss0/r2hIicIcUgQUVcmA7t9zeOZ8geCY67SQhSWjPaRC1aqiRD/tqu0UcCLzLb9TY1nPViFPkDraU2zJpPu2FCP9G/I32/1aEMNYqh1WvLFl8woOF4bLxNmHFtXVf9xorEGUSx1Zp6FvxW9pS/iqCCJfvYvqq0uFrQY5/+Pv+CdxFxEyRgcmIMVqxeAyttPCn8cQ2OMQyap3sFpfwmbUqDdAJ6Z1VpI5x8pndmFxqMQhFYcohwWliEy2aWr6lyFN7YtHa4oGdZ024xiU9KT54DBe3ihbjWB2eHZPlUDHxIFisyhj2FuspkiM2IMHNl7FvWinXaDQRRdz4rqbKLljdXjl10G6onY9vOxGzu0axNH46XB3PmtReG9kcXSAsZ8Uhl9MfQNRFXDip7/7QRuEvpj4h0Vi1QTIeWhJ4Q5k=,cktZzEf55jEs8CM31iW06U7i2UwAgbMbvxR1BzFn4lJAHG6tPHq3T7LVRp2tZffTS0PJeg/jdapH3rbNQOsaetNm9QEN8HYQ2UInrCWvRy/1YlSqigd4il4Q34IDYh16qaypSeD1gKDDPWKoUe5Nsx1FvzidIFpQxHy7of0IiN2h00HIJx4V0q9fD2erYoQH4qb/bhYarc58C2C2AXRWz+JsPzSyvBAtYYH087Gjglgwvd1ryhuvR1CJDbNtNt/hxZ+ewbZvuG2PNPNTrFVgtSRCCYtYefo+nutZMKfBhA6smduE/eO6moNcEWmFohQDw0oXQvwAZ1OjKHS6AdjI6ssnEvjyEcR7HlJla2kI7YHJnlZp5/URYBJY4hFSeVMWs4j+qOgFm5oC3M069PNTcB6XJEFtJDz/XDA7cjKbIjRrlsRuPE+zRdpNTYk6tE9Fi+9EwCWzV6P9HjQTAH+LTLG3kFhCPalrWPGiJpdeSXYtPWlccKd1LsYr1JT0Diybjp+ziQli3WiwBtVwQ8RcHI8q3kzAfWkTRYan82cIlnh826YxMFUkMsHN5AVNhxnX7Fj8Nr+Czv4PAMver0wW7B38z/KINuj9qAx/jGJdZ+VJhvfLOSFWljqAtE4Bylzj9HUTPzmVJyO+BHAsgxjLfzcaYncBDxQjxcMVTwqRXJQ=
T18,"Carlos Daly",53990,1411.03,110.99,2.5,"Northwest Territories",1nQfBqpvBiP0RrMVRpascArSgylz/M4CwqpixfKYKs2HeG00PD+rBrhQtNLSvU/bW3M18/AdoKnbCl+5jP0EPM7gGDZnIk6OkmXL5+8boqcLL9YMTr9UJkTmGHqGNG4dVvuW8Z32uZ00o2QKJV20Zv6/KUTXMxUoW53p8LrvDUNNo8ra5V01K/WBo+mu7G8Dls1RY3bEvStiNzja6yHM5xOV4UgFlnCOOe79xw5HIJYjehygJjK0d3EHiu8e0I3Ac+8ytFqEqj10SKET+CpvvrWN4fxVVNzaEoI+uteoQDB0cOGcNPjTq2CNm2sJkLagTUwzDxxzvMNYZg7mNuOII+R/peDPLmCO0YxgGWDOPWWau2Vax5Iu55R2RRPekFV4mwk9OG6lKflL7Hq8yPt8+Z3c7OTd8/+OpOJJeFRvz7heZOHCzYhWf1USTuL3g2tv5MVhojQHJVWdfXKqumSxLZeQ848QNNgbpXYu/X2X39TcP7fuBN8CVdOfUumCrBENkKO1Ix0jdwbrqhbSV9L39UkIQw9bIAvPns1FR3SFJnIIW9u27XwP82klvDOYVCfVUkYwNI+GtreW5qpEI2YdzG50JrnfaTFS0XZAq8Eq/AiR8IdftQIQsotuXdnfMmAa7BToR5gqjaTGLFHM+f4TmWtWFNr8rVV/7ZOtYlVMvsY=,xpG3DignKCrkQtG35KaJWgaoYIW0+n1AN7BN35VeDRSWe7/d4g4yGY5sJCKuD6LGIp8EmJrHtO5mbwxbOvpcxan1ZGcV3ucCY9GV9+jetKx9XKCCYXI5CBUMv7eoozoLOiPZpMawHYNQybsu39jtov3fz7QaQ+bk3xxg4gXN+OfVAIP64tWnvIopqhR0WoH52WeNCmwy2ESdrZqzsg/GJMohUWVJhlrZFwaYI01kCT8GrPMg7bZybksgTCa1Cq+OBMNrRF7z/a7RGFsxV3+1LDP2fA2x4HxSi9rJ/U506YtkTv15XY0juwULWNHisSZ/zw1ypg5eEGMFOPJsC12wV0p286whi7tDruu3md3fd6Q6u7z5MU6Uw5bORQHOcKYsJM8hFxStS1bjoT9uIZKgejzu8Ht2r2KDRirnXAy92You5ViyUoIQYOKDUtxiJjzKU17klzs4p41u3oub3I0oARFXkxG7q115mW6xqzgkJU7oFX++i4Yg/wjsVYW3xMZUkVdzKF/I+b5URpyt3uRFAPxx5BgvJsmtO5ILGOI9eRUjRSiu28Ya/ASREIwUxDKIM574upCe52y22yhENb6RCLgUsBstZOyVAws4Efz7PgbMICmGFa5wvF5ZRaKeclkBX9tUcWw1GpbwacutiBuVH+YokbDfOl9pPndLqhzeX4w=
"Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators","Don Miller",54083,258.01,279.81,23.19,"Northwest Territories",UJr7DyUP5q4V5PUhmOTvTZhOaVsx2kFjjfH/lffkSpIsskv/fJP6AGNwPnqNYtixiZwoahG/zQbPdKpF2Ats010V2A3SU1PwTDgW3sB49c8I30gzbbNLroANUDPTZ+9tnLIwIHeSksXHNNgw6U8ZhX477CewgKYSy+hnYnbctMOFHo0H9hKb5SoNm2Jx6OAsJHSGXRV9rgpvv6SL/44IuWVoLgS+wx7ZO6joK3NxDqbzcCpiWEnF7uicznS/q5jv32VNN1rDlBhpTQIzPSu/kVEYl8e61VsAgIAcFLdT5xzMhZjFKTbDzMaf5JlcmaHEadppHg+cChm6s7Y40TjbvyHtV/4eFgyaMhMstEMHvwV74lcy6O3pIbvDT/M0uaPr6cOVYIgNI4fGNO2OOHSdXVN995xLcX1slrYGM04AQb+wcXSU1AGu/MGPUPhozpB7yMQplwMt8gqRykwc/Ygx5/cJQKa1QKcKr334GGbswa7OgvVn2XYgye/SJ3zbuIUXnEqMH97iQvMjRPFqpv4XgLfGIO+eOGCXUfKemS2m+BXpt/MP0KZKEwk4o8AGlvk0qxnZox9ZrG4bbYl6/3TVNDKzvraqZDHcKz/kCEZo2L5zFgyrNYgw77ANhesti7KI92bvpNNBzQvh5Z2vHSaQIKsznaQdv7oB054IUgsg79w=,KQHuQxDHci9iE0Phv2xkyPVTl/+YgGT91Rl+OGnA2sKU2QLLIXrrtLdYF28CrmsAYtwZWKBBkyHcWzC7T6JbsBOeWhkmliOxeiN27W1KG7HV6XvYBC3IxpxWoR+sWdiW1PeBz1o0iAuYC5bYNeFaCgUV6JIo6mJKdSgP42yu+sxbEWjjzA3LF3XPN+HkgFh/Kg1zz4DkINCzStr8jpmAUA4DFyVKubMC9O6wLZR+cTWTOSwpEzA4bV/lSbKdzUdSHiFVNMgbnX/YWX+oTtO9L19KU2oqhB1fcCTu/aNHlMSLFij7kOPOnj53Hau/odEvy2eUx8+0OqS5NvPZdTDohlBP77bbfL0MqitNJV2jAOXMgGhe0Ld1W8TIZuz+fuucPfUMLPaFMkhzf2J+7jv28Mw66rkP+E0fAR5UKYtACJ4pw59V2ZrYTqYqzjCYBbQDvgnC2+dSscaKF+vaALlH7sICiDJ6QZTpidlSgKg86aEUoSc87Rqyaz3o98wAQp9+mdOEehOfZf7DYL+Sd3d4KPkW5nd5Luxq/k/4KWcElvUDULy554AWka/MzXJSK9tBmY+YbQfyOj+d7UyZ2aLiwggdl4E/z/YC8TX86ltmChj2OcTq+ydYOhg89XyzpUactaPnycatYc35eQxn7a6lq9Bcy59x1YHpG6bxFKVTHuA=
"Honeywell Quietcare HEPA Air Cleaner","Don Jones",54274,328,78.65,13.99,"Northwest Territories",gvzfczytdNwCV+67yi7BVv+Az3arzGvee8JVC6sEx2uAoVyAZlygiUTNfXOYYMuyMs0FpZdfmnYxef0ILhbrW2RdcJ3vQRprrLJ5jCtKz85OodAO+XP+PbrcBkC0iesibI3Y9I+Pdm0e6kFYmByD0h3nKVfhBSGXzUgZ2sbUxA5Wa9Cwp//R4Ush3QrkR+5CSCPgDJ+Elyi2IAuIDA2qHFiKnp57A+pq7UBIKxZQ0J+vzlWeu8cE+o8E0BKEOdtrBg4rAq9Q3CPWx3FUZfW49C7khLCh86GrflKclwu8FAv1e35iNV9A4Dk/BRCJLiWTBhgvnfuTHwk4KimTJ7VHwPyWx2o28RFlqtHOGfSaerazQXZBz5rNgzm0wMewg4AJ8sErTCXl/hg4D9uxQon3okkDrIrJ4H1TtVGy+QlV8QXLbEQ4UI4Cu6yVAjkqD1ZQwzCgGREa4W6Am+DYgTvq5ZyjreDarjlG4eXYW9c4edvmaL0erheiAtYCpfdY3riWAYQBLNL7kwTCEvWm+Pd0kqazI1rISdrBpiaOs8FOZRl5dM7UveLRyAOe/mCF/JUGJKGjawGwGl7SUmEChMSysAPn7CkklXu3/yH4H/GWeARp9hj87GBzQXab/LHpyfH3fQoc/RfMqmXXRjdv+nbkTes0AITh1tZJfS5ZJDRT7c0=,oYhtyiBmC8AAJlvHT0owPw7GIQ7dok0EMVv7WpKO0Od3yUmpUFFRPMOmePVCDOx1xLujppSYEB4OktLBl36xl6oWOqmDSVOroz4mzPoit42qm/P7wQXhPuXKIGzViBWYkDcBzZnZBK8JdQUkNIAESdjyzOtglwwr11Tjn7rSi5XKBI/V+RJwL2tR/n1gw8Ng6tvfcZP+e9RrYD+/AX1wLH5GMaZBMl0YXd+t+tz7pLWeLN/FBLG2pqYYircr+YvRANXuNQPqyZUk2pFE7ceW8pBBxTvbhg+qNAT9w3z1GZybtaySDEdh52aSbBS0js/RgbCtUD43Tirt8kA8xzzX1XpP/HMn0HVxsnMzkpM8UONYxqlbmoqvHBZhXSPgU4NqR2n9uiQtE+AOczCKvZhtFc6VcX5oVVJFO8/4RtYaOlThNrrsnHo0lvjzQasuSS7JIhXuLkBg1vfWjnPwX4r0VcfHmaxp5MBQbdb27ZyICpFNqLfJazxXM6aUMEuSpPZNWXXQs19Y+AOJRqxbmx2j5R4v4jXBXmkSAWisK22BZYWn7H6K2jOtL+xBP+6PZnjQkCF89g1rQm9B+ZoXr3CUgROv5rpgCeUuG/XeVLWE/3jtblu9Lj/JTaHyegs7ggA6rFaLd7grJmiB3E/Z0w+hd9yUQ060XCdw3tRNYtMVQMY=
