TASK,NAME,EMAIL,STATUS,CREATED_AT,UPDATED_AT,DELETED_AT,FILED1,FILED2
"Telescoping Adjustable Floor Lamp","Henry Goldwyn",27264,44.54,19.99,11.17,"Northwest Territories",c5cc59580b1c7493ba2032b7d1a8809b25719f21a79fc9b218ce694304cc12e3,c5cc59580b1c7493ba2032b7d1a8809b25719f21a79fc9b218ce694304cc12e3
"Canon MP41DH Printing Calculator","Frank Price",27392,2509.52,150.98,13.99,"Northwest Territories",43f957a89aeb7b2eb6e12ad2c305d77355f40d311b51652769cd1170afa0cdae,43f957a89aeb7b2eb6e12ad2c305d77355f40d311b51652769cd1170afa0cdae
"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish","Jim Radford",27553,1166.93,370.98,99,"Northwest Territories",c843f32169157947c72779d0ef2108a344f4248655c84ff765c0641570844a25,c843f32169157947c72779d0ef2108a344f4248655c84ff765c0641570844a25
"VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine","Jim Radford",27553,297.11,179.99,13.99,"Northwest Territories",635e023dd7e1625ffd586053bb9eb84d0f03f314b184c0a4eb010c85ddee719a,635e023dd7e1625ffd586053bb9eb84d0f03f314b184c0a4eb010c85ddee719a
"Memo Book, 100 Message Capacity, 5 3/8� x 11�","Ralph Knight",27555,65.41,6.74,1.72,"Northwest Territories",9f3ee4225e7bcb5508f7f4168b678a08b1fefa67ac9674c5966ace7275ae65da,9f3ee4225e7bcb5508f7f4168b678a08b1fefa67ac9674c5966ace7275ae65da
"Belkin 6 Outlet Metallic Surge Strip","Delfina Latchford",27680,-46.98,10.89,4.5,"Northwest Territories",b98898ad713c94940d42dbed8cf787b2fd1bdf5e3bedb61724308fe756c7eaf2,b98898ad713c94940d42dbed8cf787b2fd1bdf5e3bedb61724308fe756c7eaf2
"Xerox 21","Delfina Latchford",27680,-46.89,6.48,6.6,"Northwest Territories",a0a0ac8308edf5365711af54ea0b05cbfe1307f777f695e4caf2c50e7c209a93,a0a0ac8308edf5365711af54ea0b05cbfe1307f777f695e4caf2c50e7c209a93
"GBC DocuBind TL200 Manual Binding Machine","Roy Skaria",27778,-105.14,223.98,15.01,"Northwest Territories",9ad9d911f5c1e0b933178c1ee3b8f6be2633c4f5f9931e9b90bf5f9c599f553b,9ad9d911f5c1e0b933178c1ee3b8f6be2633c4f5f9931e9b90bf5f9c599f553b
"Sauder Forest Hills Library, Woodland Oak Finish","Roy Skaria",27778,-393.96,140.98,36.09,"Northwest Territories",e88d5c87ec9b66fd81a2fd555232727721fb20d9c4b6e0d850b45036333cedf9,e88d5c87ec9b66fd81a2fd555232727721fb20d9c4b6e0d850b45036333cedf9
"Xerox 1940","Monica Federle",27909,-23.24,54.96,10.75,"Northwest Territories",4f79ed98e7cc8e8a564ef4fbde052006558f486e88c31a1cfbc3f6a5319392ba,4f79ed98e7cc8e8a564ef4fbde052006558f486e88c31a1cfbc3f6a5319392ba
"Bagged Rubber Bands","Monica Federle",27909,-24.86,1.26,0.7,"Northwest Territories",0955cb16ea13f5f26b9e38ed62fbd42aaeae7188d94fc3c1d6b66c5820090bab,0955cb16ea13f5f26b9e38ed62fbd42aaeae7188d94fc3c1d6b66c5820090bab
"Xerox 1897","Charles McCrossin",28003,-95.92,4.98,6.07,"Northwest Territories",d8e720264e37a0eb3c8b4c3cbd1348ddab76933df65758a324732f2d10a1b7d2,d8e720264e37a0eb3c8b4c3cbd1348ddab76933df65758a324732f2d10a1b7d2
"Poly Designer Cover & Back","Don Miller",28035,89.56,18.99,5.23,"Northwest Territories",cd38fc8f24e6442817c79390c248c803ec76edaaf7078f2d09911ce2dcad8804,cd38fc8f24e6442817c79390c248c803ec76edaaf7078f2d09911ce2dcad8804
"Bionaire Personal Warm Mist Humidifier/Vaporizer","Jeremy Lonsdale",28135,520.69,46.89,5.1,"Northwest Territories",07a57a62839159e039c93c85f6ca1237a2d7eb18a707f9de3849b781be8809e5,07a57a62839159e039c93c85f6ca1237a2d7eb18a707f9de3849b781be8809e5
"Acme� 8"" Straight Scissors","Jeremy Lonsdale",28135,38.23,12.98,3.14,"Northwest Territories",08fbb9686984b295b59d3e9b511563fb556f26b096ca2f37ad382273bfafbb4b,08fbb9686984b295b59d3e9b511563fb556f26b096ca2f37ad382273bfafbb4b
"Heavy-Duty E-Z-D� Binders","Grant Carroll",28165,-12.8,10.91,2.99,"Northwest Territories",a09e320649c654870f61429f682e7694fb16fe57539271f0980b35575940dae8,a09e320649c654870f61429f682e7694fb16fe57539271f0980b35575940dae8
"Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright)","Carl Ludwig",28289,-46.03,4.98,4.75,"Northwest Territories",01c57cbda7670b37d9718667587b6a2dcb4913476273a6fdc3cbbae956927470,01c57cbda7670b37d9718667587b6a2dcb4913476273a6fdc3cbbae956927470
"Deluxe Rollaway Locking File with Drawer","Carlos Daly",28486,-517.47,415.88,11.37,"Northwest Territories",b90cac0d1fa9c9846a2fe0baab7ea4b60d4049eacebefe2048c0167e5ad0f8d6,b90cac0d1fa9c9846a2fe0baab7ea4b60d4049eacebefe2048c0167e5ad0f8d6
252,"Ralph Knight",28675,4.39,65.99,5.92,"Northwest Territories",c3989e11157d8f062ffdce617e08fcd74f1be478a6b826d33abb3a14d5e08cef,c3989e11157d8f062ffdce617e08fcd74f1be478a6b826d33abb3a14d5e08cef
6160,"Cindy Schnelling",28870,822.4,115.99,2.5,"Northwest Territories",1bcf80593bda6ae020bb9379de672a0f9148a93232149f652d7301bd4c47da63,1bcf80593bda6ae020bb9379de672a0f9148a93232149f652d7301bd4c47da63
"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack","Claudia Miner",28871,-56.12,5.02,5.14,"Northwest Territories",f3cfad5c97b92daa76aedf56a2053d642d765554bacd6f847223a25979eab527,f3cfad5c97b92daa76aedf56a2053d642d765554bacd6f847223a25979eab527
"Prismacolor Color Pencil Set","Roy Skaria",29030,24.6,19.84,4.1,"Northwest Territories",a4c72259462c019b00fbee2a62bcfc21f8bbb0ea6bd03b38ddfd88b07f516afc,a4c72259462c019b00fbee2a62bcfc21f8bbb0ea6bd03b38ddfd88b07f516afc
"Wilson Jones DublLock� D-Ring Binders","Delfina Latchford",29095,54.46,6.75,2.99,"Northwest Territories",07681149e0083c32be67e9ed7acb870651a6ee3466efbc7413536a33f39d50a8,07681149e0083c32be67e9ed7acb870651a6ee3466efbc7413536a33f39d50a8
"Binder Posts","Edward Hooks",29287,-106.4,5.74,5.01,"Northwest Territories",5743015f4eed3864a67a190daba002de2cfb9bea07d0fc6af15436c7fd767506,5743015f4eed3864a67a190daba002de2cfb9bea07d0fc6af15436c7fd767506
"Epson LQ-570e Dot Matrix Printer","Edward Hooks",29287,2699.67,270.97,28.06,"Northwest Territories",a865405c2c48c1585ff685a9f2f5a8e1c9c93069c7294b4b83f05de8e8abcde4,a865405c2c48c1585ff685a9f2f5a8e1c9c93069c7294b4b83f05de8e8abcde4
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors","Don Miller",29510,1292.44,260.98,41.91,"Northwest Territories",3acc2113f1e4d1891321a06a94b23ff33377bd3cdf8c6a3586301a0527dd3a98,3acc2113f1e4d1891321a06a94b23ff33377bd3cdf8c6a3586301a0527dd3a98
"Fellowes PB300 Plastic Comb Binding Machine","Grant Carroll",29795,8793.54,387.99,19.99,"Northwest Territories",440d23493d8a453ccb712c1fc7d023d1be389ad8d56f38d15b19cb3030b2f08a,440d23493d8a453ccb712c1fc7d023d1be389ad8d56f38d15b19cb3030b2f08a
"Rush Hierlooms Collection Rich Wood Bookcases","Grant Carroll",29795,813.83,160.98,35.02,"Northwest Territories",ddd7dd8df28e19e9fe226874035d08ebf7a8cae93787e6f217b6bf333cb27731,ddd7dd8df28e19e9fe226874035d08ebf7a8cae93787e6f217b6bf333cb27731
"Avery 481","Brad Eason",29861,5.58,3.08,0.99,"Northwest Territories",10b858a453c88c5e0504d73024a662592070badc1ca31b50ddc2df4efd720916,10b858a453c88c5e0504d73024a662592070badc1ca31b50ddc2df4efd720916
"Sharp AL-1530CS Digital Copier","Charles McCrossin",30658,6907.61,499.99,24.49,"Northwest Territories",e062397de9191eeb1e6b838b1578c3e1ebe0067e497de41aff16fbc8b5bdff18,e062397de9191eeb1e6b838b1578c3e1ebe0067e497de41aff16fbc8b5bdff18
"SAFCO Commercial Wire Shelving, Black","Charles McCrossin",30658,-942.5,138.14,35,"Northwest Territories",1c23724f15693f990d2ded191188dd3cbfc6ad55a7548e3914f3429aad87b6d7,1c23724f15693f990d2ded191188dd3cbfc6ad55a7548e3914f3429aad87b6d7
"Avery Trapezoid Extra Heavy Duty 4"" Binders","Charles McCrossin",30947,261.24,41.94,2.99,"Northwest Territories",a0328e5cb357420a46a84ae99a9f75d4c21103aff235671ce06e07f59fc3650d,a0328e5cb357420a46a84ae99a9f75d4c21103aff235671ce06e07f59fc3650d
"Self-Adhesive Address Labels for Typewriters by Universal","Charles McCrossin",30947,183.53,7.31,0.49,"Northwest Territories",5d2546bb2b8d460751d2d96dad42b8f4b3f62f6b1ce9e6edfd1151b9ff5c1356,5d2546bb2b8d460751d2d96dad42b8f4b3f62f6b1ce9e6edfd1151b9ff5c1356
"StarTAC Series","Bryan Mills",31077,470.83,65.99,3.9,"Northwest Territories",64cc0e6d864ca3971af0a3e93a4ce30752cc03af4df3efbd8376218886f3c540,64cc0e6d864ca3971af0a3e93a4ce30752cc03af4df3efbd8376218886f3c540
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4","Monica Federle",31111,-29.02,7.64,5.83,"Northwest Territories",73ec49ef8fc3756c07f753069f8f1b91d0a681e13339abb512614c1e198bcdbe,73ec49ef8fc3756c07f753069f8f1b91d0a681e13339abb512614c1e198bcdbe
"Dana Halogen Swing-Arm Architect Lamp","Michelle Lonsdale",31169,109.88,40.97,14.45,"Northwest Territories",a7352ebf8d129b367784a93026f8b592fc4cfdcd10e717324ef38a9696816e69,a7352ebf8d129b367784a93026f8b592fc4cfdcd10e717324ef38a9696816e69
"Global Comet� Stacking Armless Chair","Michelle Lonsdale",31270,801.72,299.05,87.01,"Northwest Territories",5c2762e05e1fbd8ac77fb71b2ca1a19b78fe926f87db93637c7e011b0fe37110,5c2762e05e1fbd8ac77fb71b2ca1a19b78fe926f87db93637c7e011b0fe37110
"Hon 4070 Series Pagoda� Armless Upholstered Stacking Chairs","Michelle Lonsdale",31270,-328.36,291.73,48.8,"Northwest Territories",c1594c13127ba68daa8c004f453683ccd0cd3ccceda9bb093ccab93725c9dd3d,c1594c13127ba68daa8c004f453683ccd0cd3ccceda9bb093ccab93725c9dd3d
"Fellowes Internet Keyboard, Platinum","Michelle Lonsdale",31270,-112.44,30.42,8.65,"Northwest Territories",9c2b87e311853bf5ffa17be7ef7eb675929592072f11f7151ed26d1c798ddd0a,9c2b87e311853bf5ffa17be7ef7eb675929592072f11f7151ed26d1c798ddd0a
"Deluxe Rollaway Locking File with Drawer","Beth Thompson",31364,-539.59,415.88,11.37,"Northwest Territories",ceaf816cb887cba66c358bf5267f3b015e44ad1100a8d73495aef8c6e8c26de4,ceaf816cb887cba66c358bf5267f3b015e44ad1100a8d73495aef8c6e8c26de4
"Luxo Economy Swing Arm Lamp","Cindy Schnelling",31393,-27.31,19.94,14.87,"Northwest Territories",e7ed3bff182b9e7894fb88cc3104c145ce0e95f53012d2878fd8848beba2dce4,e7ed3bff182b9e7894fb88cc3104c145ce0e95f53012d2878fd8848beba2dce4
"*Staples* vLetter Openers, 2/Pack","Cindy Schnelling",31393,-32.65,3.68,1.32,"Northwest Territories",f1ac560962280d5c541178177db186cb7776c33ab0d080aa9e1a9c675aed5429,f1ac560962280d5c541178177db186cb7776c33ab0d080aa9e1a9c675aed5429
"Staples 6 Outlet Surge","Nicole Hansen",31492,-12.25,11.97,4.98,"Northwest Territories",c7d59ca12d21733927f993856901fb7257c87aee6d2f8a61b4d99c2509ce0e9a,c7d59ca12d21733927f993856901fb7257c87aee6d2f8a61b4d99c2509ce0e9a
"Acco Perma� 2700 Stacking Storage Drawers","Nicole Hansen",31492,-21.1,29.74,6.64,"Northwest Territories",856f000eba145c23bd48f8e94d089af00d0301402c187016e5d5e945eefff792,856f000eba145c23bd48f8e94d089af00d0301402c187016e5d5e945eefff792
"Fellowes Stor/Drawer� Steel Plus� Storage Drawers","Nicole Hansen",31492,-235.56,95.43,19.99,"Northwest Territories",ba6e1c303ecba9cdd1ae8f609009cdd5974d76387180b1d0be79195f1a58b8de,ba6e1c303ecba9cdd1ae8f609009cdd5974d76387180b1d0be79195f1a58b8de
"Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room","Cari Schnelling",31558,900.06,300.65,24.49,"Northwest Territories",3142637a6e5401c3c8407ccba073d4785c2e7fea517e3483e91e2604e1cae836,3142637a6e5401c3c8407ccba073d4785c2e7fea517e3483e91e2604e1cae836
"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus","Cari Schnelling",31558,455.37,45.19,1.99,"Northwest Territories",927e5f1e6ea2d9cba7c5f3a18214783cde01b6ca28b6bfe0ee37a527fb37a728,927e5f1e6ea2d9cba7c5f3a18214783cde01b6ca28b6bfe0ee37a527fb37a728
"Lock-Up Easel 'Spel-Binder'","Roy Skaria",31618,147.45,28.53,1.49,"Northwest Territories",63f1214bd2d2eccb8fe4b6eb2ada5b1f23d7d1c5cf55081ebe259b5281f5e53f,63f1214bd2d2eccb8fe4b6eb2ada5b1f23d7d1c5cf55081ebe259b5281f5e53f
"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages","Susan Vittorini",31684,23.48,5.68,1.46,"Northwest Territories",feccbaa81cd26ad4b4d003a8b1518aad15fd1a9f227e65e06d125dbdceadec2c,feccbaa81cd26ad4b4d003a8b1518aad15fd1a9f227e65e06d125dbdceadec2c
"Tenex File Box, Personal Filing Tote with Lid, Black","Susan Vittorini",31684,-328.18,15.51,17.78,"Northwest Territories",01122591258bf700024c1cda9de75212fd32c8b6f4e316ae369ea4f4c903737a,01122591258bf700024c1cda9de75212fd32c8b6f4e316ae369ea4f4c903737a
"Fellowes Black Plastic Comb Bindings","Sylvia Foulston",31781,-282.61,5.81,8.49,"Northwest Territories",0b24c291132bbd43f1cebec94546cf8c95f9bef2a790fa4145105802550c6b57,0b24c291132bbd43f1cebec94546cf8c95f9bef2a790fa4145105802550c6b57
"Assorted Color Push Pins","Sylvia Foulston",31781,5.53,1.81,0.75,"Northwest Territories",267941259ff49343f12da5aec406ed3dfffe00fcf90ebeab7aa3bef850686ede,267941259ff49343f12da5aec406ed3dfffe00fcf90ebeab7aa3bef850686ede
"HP Office Paper (20Lb. and 87 Bright)","Chad Cunningham",32193,-10.25,6.68,6.93,"Northwest Territories",672ce06f08337379d3792f5ec4f1dbe783b515b0c1d713f3b29decebd1ac2784,672ce06f08337379d3792f5ec4f1dbe783b515b0c1d713f3b29decebd1ac2784
"Staples Vinyl Coated Paper Clips","Chad Cunningham",32193,37.33,3.93,0.99,"Northwest Territories",a229371335a86dabfc574d4066fb449599450a756229ac2c4821136b576323c8,a229371335a86dabfc574d4066fb449599450a756229ac2c4821136b576323c8
"Canon MP41DH Printing Calculator","Carlos Daly",32229,44.37,150.98,13.99,"Northwest Territories",3b6ad8118b75d65723193716ea0d844f0fc2a636267d3d9d118e5f4e6487707a,3b6ad8118b75d65723193716ea0d844f0fc2a636267d3d9d118e5f4e6487707a
"Newell 310","Carlos Daly",32229,-0.12,1.76,0.7,"Northwest Territories",9100feffaee92357109ac8e3d47f95190996c0e74d1f8bea8df2b6dc8ebdc01c,9100feffaee92357109ac8e3d47f95190996c0e74d1f8bea8df2b6dc8ebdc01c
"Kensington 7 Outlet MasterPiece Power Center","Grant Carroll",32743,1280.19,177.98,0.99,"Northwest Territories",e649032cc04e9a3160ef92e7b6e828c0fd9bfd7b1b7d803535e29596b5f328b0,e649032cc04e9a3160ef92e7b6e828c0fd9bfd7b1b7d803535e29596b5f328b0
"DAX Metal Frame, Desktop, Stepped-Edge","Julia West",32806,-28.34,20.24,8.99,"Northwest Territories",960e79cb8e29663ba45b15224df8c2087ee9889ccd964e8226697c140db90d19,960e79cb8e29663ba45b15224df8c2087ee9889ccd964e8226697c140db90d19
"Bush Mission Pointe Library","Roy Skaria",33123,-996.67,150.98,66.27,"Northwest Territories",8b4f141ab0ea1f53dc2541c0c91653c08d3f285aede24ff8a4eae5747911db47,8b4f141ab0ea1f53dc2541c0c91653c08d3f285aede24ff8a4eae5747911db47
Accessory21,"Cindy Schnelling",33159,-70.97,20.99,0.99,"Northwest Territories",9afc1a4d717a6f09555aa865aedd399d742cb84e93367bf69f27f5f223127c07,9afc1a4d717a6f09555aa865aedd399d742cb84e93367bf69f27f5f223127c07
8860,"Don Jones",33186,221.18,65.99,5.26,"Northwest Territories",216ed37236ad61293044795a3a0d6309d5a6726e8d9b620ece15460a9f15d162,216ed37236ad61293044795a3a0d6309d5a6726e8d9b620ece15460a9f15d162
"Array� Memo Cubes","Beth Thompson",33377,11.94,5.18,2.04,"Northwest Territories",ff555edb6318aa5ba898d8dc3b9a85bb298ad4661c7b5512e43de8f0927a98fc,ff555edb6318aa5ba898d8dc3b9a85bb298ad4661c7b5512e43de8f0927a98fc
"Fiskars 8"" Scissors, 2/Pack","Beth Thompson",33377,47.3,17.24,3.26,"Northwest Territories",bc67754be610de40658ce1b0d60dc42e2eb2125053d5d0440dbadd956bdb395b,bc67754be610de40658ce1b0d60dc42e2eb2125053d5d0440dbadd956bdb395b
"12 Colored Short Pencils","Alan Barnes",33444,-17.68,2.6,2.4,"Northwest Territories",643c469bd26049c2b8082e2426dfe1df69d309b03f3fc64a3a20c133abab6e3e,643c469bd26049c2b8082e2426dfe1df69d309b03f3fc64a3a20c133abab6e3e
"Pizazz� Global Quick File�","Alan Barnes",33444,-30.48,14.97,7.51,"Northwest Territories",e2b3183ec3449ff9ea71e3e8ba545c320f18a5feeafa8153e2442df49f76de71,e2b3183ec3449ff9ea71e3e8ba545c320f18a5feeafa8153e2442df49f76de71
"Imation 5.2GB DVD-RAM","Carl Ludwig",33703,-131.48,60.98,1.99,"Northwest Territories",c36b9cd03774b59a1c3c4c0844ef00430112bca8c47fe69c9f887b704d2e8bf5,c36b9cd03774b59a1c3c4c0844ef00430112bca8c47fe69c9f887b704d2e8bf5
"Acco Perma� 2700 Stacking Storage Drawers","Carl Ludwig",33703,56.26,29.74,6.64,"Northwest Territories",bcb9d53b0950f58da63dd67eeb951245b059547b9d465280b8af64a9243a71c7,bcb9d53b0950f58da63dd67eeb951245b059547b9d465280b8af64a9243a71c7
"Portable Personal File Box","Carl Ludwig",33703,-8.47,12.21,4.81,"Northwest Territories",3e1713ee3f4472766f05cea450878edc01782de51ae9f79bc6b72f2eff276197,3e1713ee3f4472766f05cea450878edc01782de51ae9f79bc6b72f2eff276197
"Snap-A-Way� Black Print Carbonless Speed Message, No Reply Area, Duplicate","Jamie Kunitz",33734,106.53,29.14,4.86,"Northwest Territories",e611a6196817f3983e366cf75fe03d6cec3b5d161a5b0247404f836d9af28736,e611a6196817f3983e366cf75fe03d6cec3b5d161a5b0247404f836d9af28736
"Ibico Covers for Plastic or Wire Binding Elements","Heather Kirkland",33888,-44.92,11.5,7.19,"Northwest Territories",fc015e077abdc4ceecf6ffe769a2577c8258a066120bb7ce95e828d382438b7f,fc015e077abdc4ceecf6ffe769a2577c8258a066120bb7ce95e828d382438b7f
"Hanging Personal Folder File","Heather Kirkland",33888,-35.08,15.7,11.25,"Northwest Territories",3b6f716ef83dfa4841c8ea461a2d1f5f85a53a9325b153268dad85b774de1c6c,3b6f716ef83dfa4841c8ea461a2d1f5f85a53a9325b153268dad85b774de1c6c
"Tennsco Double-Tier Lockers","Heather Kirkland",33888,965.48,225.02,28.66,"Northwest Territories",4f0ff8270755a6e787deec736c6e9376216950455b120e37c3d2e55d1d2e7c58,4f0ff8270755a6e787deec736c6e9376216950455b120e37c3d2e55d1d2e7c58
"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book","Doug Bickford",33894,11.34,9.27,4.39,"Northwest Territories",f33792fee0afb1b7fd3e4193ecdeb07f89dbacbe95c2f7e02b5f7fbc0d80bdba,f33792fee0afb1b7fd3e4193ecdeb07f89dbacbe95c2f7e02b5f7fbc0d80bdba
"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut","Doug Bickford",33894,-32.48,6.84,8.37,"Northwest Territories",8f455412e6dff0b606fd176cb0376aebffb4ed547dfc7194cef7098b25540b51,8f455412e6dff0b606fd176cb0376aebffb4ed547dfc7194cef7098b25540b51
"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack","Doug Bickford",33894,-173.15,4.98,4.62,"Northwest Territories",151529044f9ff409a72c11a6553d2734d41f2b56b47ad28198e7879469436329,151529044f9ff409a72c11a6553d2734d41f2b56b47ad28198e7879469436329
"PC Concepts 116 Key Quantum 3000 Keyboard","Doug Bickford",33894,-119.02,32.98,5.5,"Northwest Territories",1e83e1a879cf6af3f16f87aa435013a6c3431fbb8e2aa5ddfafe64dd521ca871,1e83e1a879cf6af3f16f87aa435013a6c3431fbb8e2aa5ddfafe64dd521ca871
"Epson Stylus 1520 Color Inkjet Printer","Carlos Daly",33922,5353.19,500.97,69.3,"Northwest Territories",a71bca44addbc222c614e3aa3fc5ca88474d6c402bdf286ba0aebfb535865083,a71bca44addbc222c614e3aa3fc5ca88474d6c402bdf286ba0aebfb535865083
"Avery 494","Toby Braunhardt",34177,9.47,2.61,0.5,"Northwest Territories",bab0412e233facf12fc9d1420b96655fdc2a8edb40bfadb6839cb6f596307b1e,bab0412e233facf12fc9d1420b96655fdc2a8edb40bfadb6839cb6f596307b1e
"Self-Adhesive Address Labels for Typewriters by Universal","Toby Braunhardt",34177,73.18,7.31,0.49,"Northwest Territories",a033c7dfb04b2f7b57281ca3e1d7582c248a92d8ef1f0ba404dddfad8fee6df4,a033c7dfb04b2f7b57281ca3e1d7582c248a92d8ef1f0ba404dddfad8fee6df4
Accessory37,"Toby Braunhardt",34177,-83.95,20.99,2.5,"Northwest Territories",c2724ebc75270bf81609a3d79099e9d25bd4978a09541344028c748ee7ca31db,c2724ebc75270bf81609a3d79099e9d25bd4978a09541344028c748ee7ca31db
"Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders","Cari Schnelling",34215,-5.92,5.34,2.99,"Northwest Territories",77ed66fde564084a5853cb65fec6a4f57f792e15a0bacb5dde0a9076107bba63,77ed66fde564084a5853cb65fec6a4f57f792e15a0bacb5dde0a9076107bba63
"Eureka Disposable Bags for Sanitaire� Vibra Groomer I� Upright Vac","Thomas Seio",34246,-257.11,4.06,6.89,"Northwest Territories",441cb0972f8cfbd072497c8d42648b463ba9f80aa70fa951353415fc022dbd72,441cb0972f8cfbd072497c8d42648b463ba9f80aa70fa951353415fc022dbd72
"AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting","Thomas Seio",34246,192.33,99.99,19.99,"Northwest Territories",5cd08ba0ac2bf7fc96a3cd5205622ed4eca210f2aa0b107381c20c4293f88c66,5cd08ba0ac2bf7fc96a3cd5205622ed4eca210f2aa0b107381c20c4293f88c66
"Peel & Seel� Recycled Catalog Envelopes, Brown","Thomas Seio",34246,1.91,11.58,6.97,"Northwest Territories",b7a296f8072a1e5e07a3f6249ea620b123a78aa36d270fdf24042d4bdcd8b83e,b7a296f8072a1e5e07a3f6249ea620b123a78aa36d270fdf24042d4bdcd8b83e
"Cardinal Poly Pocket Divider Pockets for Ring Binders","Brendan Dodson",34631,-22.28,3.36,6.27,"Northwest Territories",c35b0b138b44651b94a82977a458d4f0a6f09f843ee9299809ab00f2d95e81b5,c35b0b138b44651b94a82977a458d4f0a6f09f843ee9299809ab00f2d95e81b5
"Canon PC1060 Personal Laser Copier","Brendan Dodson",34631,2808.22,699.99,24.49,"Northwest Territories",aa957fc9cd2c5d87fab64663405e169128bf0b49e9ad29d8072dc4f90585d843,aa957fc9cd2c5d87fab64663405e169128bf0b49e9ad29d8072dc4f90585d843
"Sterling Rubber Bands by Alliance","Charlotte Melton",35047,-7.06,4.71,0.7,"Northwest Territories",efbc13d78c755c5ef89fd92fbc474f4dcb42844b5776858eac8797e64570caba,efbc13d78c755c5ef89fd92fbc474f4dcb42844b5776858eac8797e64570caba
"Newell 312","Beth Thompson",35266,33.5,5.84,1.2,"Northwest Territories",83d9c5966e29cfb7159c453c79c654b4bfe4a1644ed368877da1c32ded36ce9b,83d9c5966e29cfb7159c453c79c654b4bfe4a1644ed368877da1c32ded36ce9b
"BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables","Beth Thompson",35266,-998.94,218.75,69.64,"Northwest Territories",a799b4eed54a1fd20d7c1d4a5efa2b538019821751c0189a4f344f74e4d86541,a799b4eed54a1fd20d7c1d4a5efa2b538019821751c0189a4f344f74e4d86541
"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack","Eugene Barchas",35847,-144.27,15.98,8.99,"Northwest Territories",306fc0e3f6c397b73ddfee1a16ed2513183713e550b4e0db82ebf2012a623108,306fc0e3f6c397b73ddfee1a16ed2513183713e550b4e0db82ebf2012a623108
"Avery Flip-Chart Easel Binder, Black","Michelle Lonsdale",36001,-78.36,22.38,15.1,"Northwest Territories",bf6bd7be774ebad08bd609177808eb6ebf738668157d69500ba2225c29625d90,bf6bd7be774ebad08bd609177808eb6ebf738668157d69500ba2225c29625d90
"GBC Binding covers","Michelle Lonsdale",36001,51.82,12.95,4.98,"Northwest Territories",7742e77aa0e4f60dd886363d8bd95ec119fc5d5a530cecc82e2bf9d1e712cc20,7742e77aa0e4f60dd886363d8bd95ec119fc5d5a530cecc82e2bf9d1e712cc20
R280,"Grant Carroll",36134,-413.33,155.99,8.99,"Northwest Territories",4b3f3bd10c63bfd35bc873ad97328b5df4ff5be9038fad83389d6f4dfdd19d2b,4b3f3bd10c63bfd35bc873ad97328b5df4ff5be9038fad83389d6f4dfdd19d2b
Accessory9,"Beth Paige",36135,381.17,35.99,3.3,"Northwest Territories",6fc54e52e4e3588001eaa7d90e3732ee1a17bd1e3542716a92eb52805da07c15,6fc54e52e4e3588001eaa7d90e3732ee1a17bd1e3542716a92eb52805da07c15
"U.S. Robotics 56K Internet Call Modem","Dorothy Wardle",36644,218.72,99.99,19.99,"Northwest Territories",46db876bbdaea98d90fbb0b0d879005099a8495218704658478e01afcea405b4,46db876bbdaea98d90fbb0b0d879005099a8495218704658478e01afcea405b4
"Tennsco Industrial Shelving","Muhammed MacIntyre",36646,-743.96,48.91,35,"Northwest Territories",38917c28c1f25503b32cef19dca7a606b0384abf8ac0aec1e2c46caab2585498,38917c28c1f25503b32cef19dca7a606b0384abf8ac0aec1e2c46caab2585498
"Staples Bulldog Clip","Charlotte Melton",36707,71.56,3.78,0.71,"Northwest Territories",39a4682a0124f47d63c0ca28f23856e276ed685fb84802e536c300372c13b215,39a4682a0124f47d63c0ca28f23856e276ed685fb84802e536c300372c13b215
"Micro Innovations Micro 3000 Keyboard, Black","Muhammed MacIntyre",37253,-99.55,26.31,5.89,"Northwest Territories",950703dff8017a5b381d0ce8c22d2a51bbfc7dc4626a952865abfc892c87d7ef,950703dff8017a5b381d0ce8c22d2a51bbfc7dc4626a952865abfc892c87d7ef
"Fellowes Basic 104-Key Keyboard, Platinum","Claudia Miner",37541,-70.68,20.95,5.99,"Northwest Territories",0daffd33da96dcf02cce457101ca0e9d3aeb57aaa6a4f743b632dd5e1aeb86a3,0daffd33da96dcf02cce457101ca0e9d3aeb57aaa6a4f743b632dd5e1aeb86a3
