TASK,NAME,EMAIL,STATUS,CREATED_AT,UPDATED_AT,DELETED_AT,FILED1,FILED2
"Boston 1730 StandUp Electric Pencil Sharpener","Frank Atkinson",21542,-27.34,21.38,8.99,"Prince Edward Island",p3iINPSJ8JM8w/OQWAznb1HraR8QKHPBndJs887XLufvAocTJtjvkb5TZT1gW4BWnA5yPPv1eUZDlaNrM6f4fFtj8Dd+34K38SIvyz9VbtwnlXyGlM+61Gxr5IdZdIwnot1DFNjAPxMFxU3uUQVMxNMC7ejw6SqbDdn0G25JclPn35ClUrDDaA31x0p3WtSqGWz5j+TJOyY65ksxnmKLbECDfz92F9qrSoptmIEtrdBAnYD1e/xLh/sXG7M9qcsqKpPKQDj2a2wnpdN0wzPYc5wkIurzdwNlH+NnwGGA5fiELomMHU/bePh5GdPuil4iah/hx0SgL8HAUe4h7PzT3YkVsSlsS3P426HZ39hCyMuKWf4nM+fwm4PG4dGysUlsGVf1yi1GwnYLfUm9EinqmMFDmdY4AJOiK13L2un/srtwjLP459+tG/GL+S+IH0CupwFAJwlZ2UI/R7EYM/D1FDLWMpukI/l/FFAUV5yB02xNctApe3dHt5pn16js46jpA62W3d+BgX5wN866HnR9PRr1OolMoL+sptikkawie7eTJLg2vXvsfBx1WGdQCwdZdfu44MHY7MCQX0G7H40YTyUUIH2PXWHD+OSKpBTE/wGzyJIvVGyypmiiuCAi3Y+ohjJAk4zx1kX4N0GeV67VG8//riZm+OSUgzr8CBVDjZs=,RyOW31k5BTa3pmrX3z45Yvqsmtsi+2FDGrzsENUYIXokVpsg926l8/ZxeTInKRjnouoK/Llz5rna+aCRVWFC3CJP8Xg2WeXoCRZ+senq6yEsgvMr63zyPXXoDMmD9e+zPZKPBCaES8KSFePDKILh5Qdv2U/GgTj9dX5drcY4yKFruHyJyIzzcRzT7JLl17TSJYcU/6yYCnzwBdU0NhNF8X7wg9hvHSb/IC1A/gG3cUvAZdlM+wbIV5aXqRW/OHjFgzBXD3xaF2FIA1TqXf4KIae43L4tgH0rVDwGj07wo8g4CGNQAj+hh/GM59G4W1Nsg8rEIlCf3vPrvEOz8G0HMRNP1B0GwhPuVllztw4mwV2mFtE/fhpaiK5ePhOHEzJMZkKUGIAnNh7a+VdU44f2zasJzNpW9WcD4BGfUnTHLWM36C/N/NSQjybtO3ss6yY5+vi3Pw0iuX9VwH6BGEnH2agnMxdwsIoDfZ7FUPKcQTt+4uvUxWMsEcpDl0LEfmUPKHql2U0nAiWhbHNOSXyX63WQalRYgAxW3VWd/Mx/Kqb8w7xK2Il09d/jh4h1FnSrA2pBQTAKSedm8/orQjULWNNzrdiPN756oHxC4Inz29MvhIANu3GbNY7gDC4cxgUMN7pBt+aQ+3CCfRq/IVZDlZiSxWzSDtwsPnw8iDPpQVo=
"Bretford CR4500 Series Slim Rectangular Table","Frank Atkinson",21542,715.18,348.21,84.84,"Prince Edward Island",TZLymP2bMg8IAKWlMb4daHqyAyWL8Q5PasE12XZl/0u9RZLlY/xfeByFuXHqLSygLoXjzUjAlQ++JLcrN4qmqOMKhYOuDOgY5Qb6ByybEQbkD0F7stRiyigbbf2azMx0q3gNHtWz8uDv0s8UVSeqcU2ssYBrLhvU4SAK0S4g3h7m1LSjEwoXMPqaBGTzkrd56+byUzRtBwwGb1pth3Gy9C6zQokl4uMjCp2SDPhR/rl73xE7fSIYY40BMyC/hLSbAaECYfFNfepigWmKSDLfyTHHU4A5zws5+XfviSWl/F0jmstfpxbCk/VnA608A1Z7r/agFUvsDAd106JHeKvmu9q8Yc+AieO19DiraCNLcBkK6vSsNGTelFf3YyNPdCsH3KvwxJwZwPtQX+a+hWysQ6Or8VrN5kRDkt7uwQrTixpdLewUX5itDOQRvvfivBRUEcPjhW38mDgRyMI+iMjr95QR3z99w/32HuxpInf1TQ2HvV7s9hUGoBwVmtJpiNoNzOIBHN1hYcWAcioW5OxIRCl2u1c7w4U+0o5H7X7ADruC0wzMOjLQ2hGAy9z0nuxHRRKXSIfhZQTgD/nptxAO3yuNkfO4bRaz6s89NnTMghUeIh8hnkQB8BhW2QwgbKyFY4EykP2U05tM0foPp+NDLpVf5du8IgkDMGKosCgTo3A=,G8zYJLSxYQL1PBnDPAVJEMsFgKajglRmMIjhBFXPogOD0nuZthg56un/Sg8sHHZi/Xhdpq+WorRRBctUDGQbkGOwRSeAsURgzJYWikQN+Xgaebf1CXpJ3vRiSZR4lZVC33t7biZ5i/KPkT4QUnG2SVPxivqEtCT096Nq9i3yKkwPQhH17qXARDnZh6To8mbRITS3sDteE0QibQj8NB/VJzn3PfHAT9iJoN3PDEU+hoieJb3BV9I+kQ8v9aF/M4d4MLxPdlRhl29czOJXaLAOJ0ITqfgFt8YZOdEPfTDs/W4h8Budr9rXRax5fVvxSybmFtb2yClYMLg54J3k+DLhAP4KBTBgH2ulEsFCPkCmvEPDXBW4FlkqLZ17n6tjLCfoYyhB02PZStgLItemxRcFmuYH+39hWaxJ5lIN3f+iw1g6hodAA2SvPhsooD0kJhS8qUQ2VNtDoM+EJ6PFLxsn/BvkZCWwGqVvkw/Ylgxx/DYjoe6/ZLrgWv8LmLZQ606kfTxsPmlYHQmlRpspDxabvKdd/ilxnlXr2l3X/ESGc4ECI8a1FiZb7qJDgjB2VaoxFDfEPg1ifwTv0l3JBFZXCPRW6/hRoqhQVrookrGZvHTZZFjg1F58OYFfzr0Z6PgZIgbpQM3uJNZnY/+goBYkHeUM5klDClwE+EG13t0NnpA=
"Euro Pro Shark Stick Mini Vacuum","Jack Lebron",22469,-678.63,60.98,49,"Prince Edward Island",FcUoh/RiQVlHH4KeRkigk7nFmXctLULAkD4d0AfIDKT9+Zbruuh1l3Dzn4uG9W/xo630kTiUCnDZls4626bgKQAebbd6XRllEDFsK8UZ69lk5AtRP12G/hwlhLK0J2hfiOPW1r7Hd9q1zf6lcK6Q6qFfMrTx4MDY4xf+LqF/cq1xgQrXRCG6/6HrnceRcs3kxU68qhyPE6TQAtsd2wNUcrLcBKq5fCVCOr3dmfgrmx6LRzgqXnWceOo++2Jxbv3HA8vhYYpk6n9Ey+/0LPNfx05PbzK4KVKrLXmO7564i26JDCHMS/O2FhKBO5ss/daUIDKw47WY17AV0eQ1S9Qa69yuOjlu+e+qBN/co5cYQAF1kxVCw8+GtRanJXlNdchylMV7d9yeCIRg3c0OfL5mDRpcYcbW6ebrXkolU59vtSpN3+cs6JtdHp18f+ZVBVO2xJfCaH3nz7l/iRLkCgZO/O6fya0MSmu7/QWgsPVJosETbv2W0BuLNOeRLqnQeAU5e9ebSjV8YO2637gioOuAkrBJBpwcT8bQMVm5skDckbTjuCQ6NuS5nAUgFCTsyXn3Xl79urNBUAKdrDOiIgZIC3aIK9nSYQBeYStnr2pEjeQoYnmht9zX3Ast9MMLD8p/tfQpSHfPr0B4q0gMRlvYdeQNWc33G5EfgYMq7c1qe3w=,pqZwzlviIj0BhtGztRBB/8Pw47mGXW3U+e+ybtQ82xuO5/+GiaBY4YISzLV6f2Tl07uLRSOrFzw2iwTtcOKXJyTdRXfMGDsWFXnhta2ZjPgpRVFqEONE8HL4A8XDDPUVHr8SzAj91jWbzICumLKRgMWg633wEBqqu1lvZaODm9K0RnQhGaHZ7HJH0lmpBsu28U7gIFvXH+3qQEIPpdpuQjciq0cY0m3WgOxRS0s5sk1d4K8OuBBNH1pgMTIz8NMUSmTpiBgTrtsNZRbjhx3E3wAjgXXC0V1F9lh066XRxufQp8c0DjemEzlsJxoceFW0zxrJBc6rkavKXnLO1XU5UmTKt8kN44y+RuFIXCBnJW9l93gqMIhLIe8vHmB+3Ro08OwuDmJ+O9lngVYNkJNj34tKgxK9766fP8xVEd/4kDLG9594vsoIBv9wantsldOQ0x4rG6ITqlyf5wEUzgwIiG6Ogzwp5jkHkljG8Lsde//8d+d+8nX5NkAgyb3GsHWfTNPwzdwP/Pt4LBvpzCgSmtw3Y0UDX2x5KL09Snx4Wmtt20rxX3h2wINkTH4QNwygvDEKp+6rOZNc/kO9SFPpr7qxYZH1IZcI6QE67AwHq1kwjACOd4ddExlkE8X11gEvDcjy9qpsf4jaNbSz9zaiDll2en02umUymu0CFNRwekg=
"Hon 5100 Series Wood Tables","Jack Lebron",22469,40.32,290.98,69,"Prince Edward Island",GEZNvZS1RgDrxEycV9JlnCLRYoH+zCk7vnmDHg+tpzz3XtYrYpKDksvBpt+q1nDM4gxLBA9ojPlrroZzkx5DXU7oyuc1CokOcFGYjdVVqHXJo5kQLV+Dqh/HOoJ5jMdmj5joZSo61S5N9n8mz855GxTgLUN5CbTd5Oljx9XGaxouiFdniwI2r0jQKeLunckLodWKxIEjaDXWlz3JIn3BjidiDX/NvL7Y/LKjhU9ZxlsH/zKLq7WiCdjtlyOOQYc7tTeVVlTGx8Wf9asNJVRyO2fA202JDoaYniX2uAp5G5f+9MdypfPltjSCzYvOxlqoZ9m60SR+iNVWv70gjfL1+PFFXZChDNDxg8sLizgdBhjXp2u0CvOh9iuOvbmbSQHTY6WNzi00bRnlzJFXcVudaF3jVhvxt7iAoa5sm2Mb+5OaUnNSEkEUFYR0uQx3w17WPoD2mD5LC5uUPyr+jZxSwtjMz25LMG1YvQZdsqvIEP0WBIhEHq/pgQR9v6ZoQ/lR9h4Vc/gPf2yOniG5ckcv4PF4yTe5LaT+3C5kKN0kMKHPOpNaINtSCPYYJSYAFwXTJAU29lB/vsDh/6678IjuoONI2uSVlKi478fI9Ua7ivmX5kqo1eC8TPhEWOnZVIuVaDAU/Ywm6ZkCF+CmsY3b2TDil42wxWKBI9UEQRmawHs=,Te9F90Tgc1VP71CgNt/ltNMoGVCexrv0gyp7Cv76coJIF7d+fhVdn3rcDsO29geBMahUea0LsZdZaWc+ei21vKhuRGfh4vlRNIltq2sNGgpDqAo2FlcPmhwSmSMvAoQiwpS5IbBlHOF4GBlf12LFZE/tsGYGq1wLkBLaLh6NvmK4n0RZDenQ2WN58QTK5DMoKWdbjiBeM5FmWe6E8pJveKagzSA98EQcxZbW19XGmPuEb8R9JxZxLZPxXenHqQp9ZuFGWzuBJN6MhHkwdP6x23fhmZQEmaEYUxC1lbFszjR6MYPB4DebUmlXqtIpQ6puld9FFvM14R8PCYxcpX+ZrKiLneY4qNBKlGlneAHneUdGL7YRVTDHDSPO1IuZYIKbA7dHyyYQhCDhc14rIHJ3ieb/o7XUO6BcmeYGEfjFoZlh/dQAJtWx9j3/rVVhNCrMM8OtxWbu9hEIfGcG0j1hSRZJZY3aNFFnFbv4tFerzomdQJWNLxIFQJtBodDHy8f4lMMkgfRV4YPiOQ6J2j9Shh/Y/8yVFVYzwoGisXY4x1sifUBgSiRTuSapx+JTxweKgUKSJmnyRntB65jJVgxMOzkF36EUIbL51so3qRFuMFQFqwuAaoHLXrC9Q7JHhPlBmd0F3RLL/q1REDVUndgGPWBgBoLKWQGw4nAa1AKPVtM=
"Belkin ErgoBoard� Keyboard","Evan Minnotte",22656,-77.89,30.98,6.5,"Prince Edward Island",xBqAsZ8ywKHteKcsz/oq8OaWC/upQXLxzQZDP4iM96reDtR/NuOObQTgG/C3ix3WyQHmE4wUWqrIrehgwbotFNofH+Z6Z6a47cqz7x5uX151VcKmDPxwGYDgviz2jBWPBWC72xcCwWjZSRSPAJElDg2AH4MTg3YVs5peQ1auzbqzJqpDE0AvVqutXZSDrdPAjUhE4Vez+MSxo1Rl1yMqqnCKpCZq3EfHGu/fZ6xOCXLuy9xHu/bLIu/6vSyEHNwtn2jMxEPZO2nqHOAEARDRZAFPhCuQuELhqfB0Smc069y43IgINJsC1AMroemKBDhqi1zmc70TWyxiQYV/O6JeqGvZOvS/Lwt9okCanyQQ5zddoelQJr1PR5VncMvVCQZD4i1DtwoVJRTNrwP+xWeC0oIXZlnu8aTaxosP2TAzo0dIbQzIOsffWETQi5V9JHLRwdor59hnABpiC195gWA96koFG0pSlQ6Eb0wZkv0mnHynGe5VSSPIx3CoTihC3izPANEOAryqsve6Zci3InXXuMRb8RikbWSwrVgSCi7gleIOJRVDI6j5PwwdcHuqfGkVsUpyDtpQ8qixcUIklJJYbCvDbmQ4/0jkX6mbyp8Z8FDi8HKoIL4ukrCiPutQkLddCqPZFdwco38L/nDNLSpeLfoGKwYFtKd5B5cqHfqOghE=,PT91/bVn0vGpHqR7rsJ8+qI4gwivmEFrs05x+qyJmTnQhHyaXNJAZJwniIsy/pljdGDQ5o+a+Fh2t9rKbsrEdDYui4LTMWfnh2vutHcs7xju+mLFTMwa+ARJD7Acj+9o5+gE3mfu8AZpkvaySkGMDaqEwhb8oQ4HDkq3XKosbbgE8bDUdnZK7kyhqKJEj+U5THMssPi4UvjaHNfWoKswfOIR0QXhg+9eUJX1CSjm9pstlFBX5pbL8jUrnU35LtfDJlr+oLUCGlHRS9QgwS1HlLqK8XW0idIed6OriseG9HiCaO/xVAuDHooPh4UHTQGm5sAesVfNW5LYbXCqsAg5CreEPY0o0FmsbSrJHBDylc2PMHlLwZlodMm+JEkIOrFCncDJz5KCM+4ETCMK4yCUL23Jl2jHws1vVLehFCC1QYXE5XbX24J2Wzddr53ez6KL0c82Wir1b75G3kqxHAoji4nyVAz8TMmQ03H/XD9RJ2Q7DwNObP952WDhcB5di/qfSI36KasUkqLw6HzGsQLskFljY7FE0ADT99ncARtokkrgoCN021q9dNCZNtp0gpXr5FfgQEa+Wzj1kTPJ4q08bZG6a2O+nh8MMc2Qxb6D7J3yupP8807S37SHnF7uatsgXx/gFd+7MFz0CEFbXqxnznMuXEHD7Ua66vLI7faX9LM=
"Riverleaf Stik-Withit� Designer Note Cubes�","Joy Smith",22695,161.13,10.06,2.06,"Prince Edward Island",LcmUNKXwblznDaHg3Zcccz83ABMtMdzp/RF0H2/1R9hUhp39gHjLIp4YPyE3Kts+rW4lrCKQYHjttFHwXAFf6c8nGcoZd80KKCpdCUoGMo+Mkfqf6uyaA74QMMtSi2whkkNyeb8ikOJq0dwMe6dBs6Fp9sTJ/XVr8FGIHxxVLeZbGT2cxgY/Rgloj0tyj8QQHZI87r9RxaZa0LcAHnIUJGPbHlynCXaOyBc7pxW+4vPQCn403vr2JJZYi+5MYOJAr60uBlrkINbZ+TieXzf+HKZEkzRHhsOcLwjksxh0IJm3tSuw3Qoko3YjqqmNsOxoXJK9lnSKnEPsR42MUmKd5RBkztFkoA0dPQ3eDaKuLo0tPUSnrgYoha9qQzEAaHf6TRtM1D1mylXmkY3Wk9oNIbENDU6YPIYrsETwFeVMmraCuup9GGPNnX23tVsz3sESm4WjR1DvoTNic8NpHmtl1+89slsAXRDXnCTIg0TCy7pfi10HoAoWE89GBOwtMNoY7Ni7TRtZGXDxm2ZH4Eyq9o6LtP1hK+2r+CJpPgawjvmjmAtLQcjl9GSflj8ZabVbYj5oIFJzOgga5FABlp2JMnsyNkEsc5fmaXcz6qOoDIOEKUPPiaRHITgFvU4yavjTYCyNRdKkTxi+zh3phwKuGIRx+uvmqdHvAgGdtseIWFA=,B59pIO+pZYJUBw+hwgrw2dF8OD8DXEnZg8XIxDu720HL5acGrXU4B9YH3C0ukHscTHW9VwPK0PtRgdB2pGiJhTs75e6rOy9Z8yh60ZqxPyZcrOi9Mskao34KsIOVPJmYnIlvd8MeXuhr8qEfik3s4tEDWRPBqcOuylb8/KgphaXUJRa4U8hy3QHi40jgjiKGoDL5eg7idxI8ooloLulc45BFfJ4yS05BeUTCLDRwX5To4rGNKiJ9iGfledJ+S+wV9axx2oO+mhnKy5S2CkQDcYKpZqEiFtFR6htCy+XzhV5PFS/T6JJ536fYbBEhDsHTnUZjNZ1WfPHCqgqn84eEnSQWVJWAsK6RR5IQefNpTDqtYb/l6t06G/VAtr2U4M62qwQ7keiiuRw3q6XWpeiNGA+E9ysboGdggZhgIf/98jPMsIh30jO/i7MX7EUGhQEi+0stMw1ZhCnNyqohpj7s/i9DTVO4FDLJVqen7eVmnqyxRwAVQGKxqpSKxAx1Fk4tI5QE5SmGPHxcZcxlmx3QtSpOXBax4nahgbgU3vER/dvK80DdHAa5r8k5yHoa/FWtCexrdYnNrpT8cIgZde3gAIMW3QJli5BsSqSzxPatvxdxOTwIdzl4iIdgKv9T0hnD2agZHAslnSFGKqsDtX9w5oYlCE7h/6q4Mf+nNA5Z3yY=
"Coloredge Poster Frame","Dan Reichenbach",23076,122.21,14.2,5.3,"Prince Edward Island",iYxjRHL+2XzANFirQrZeKnwnvOUG6Htre/gFdCyIi/W18TV2Xz8c+wpm++mQnGl+3k1XKWbbYYNWnDlyICoxfUcYCyvP7uoLvS9O3hvpN/tAVg38ROToALcv4J5h24IgYxaUpyMSqM7cOhyOZZxfkryPgr3sIRKh3O3JDMrvtrWQadVlW0nJtP5lP+ZfnxStJQ/skxm0g4pi4dHFEFWzvufDKI9K2/1S5S9HPJ09kK5QXtUS+AYJ6G7qJqreiPGg7YyObJPffhaEc1J8423X5t0EBZQiVd+cOAheqeNt6h8q9vV0WDoHyNQ53T70lASYyz+wrJGa2+PBwYbL15ae4LSH7Gg6B+OXLvH1lmoB7KgpS6cygZ+hJNV4F/WQv4RdM413rdW+7SDBzn7T+alL6dWg2D9+FEQ30hRFL35WlTuOwrnKdn+1SQG5LhTHTs4kvn+CyJgPlqmSy/8YlNbj7khcH3cT75+ujyhyGf+/6N4nlo+x5Lg66px7jclvQ+4QhgSDkvLR/Cm6ez5WZQmOG4drRopSGRm+DcrV5uNXpjHvOaFQvL6BsPJdDcXk1OgDSn9nKDFLfr2lxwRlehBH/AnD7cnwTYYqRd6GKCOLKDQ2KljWvTg8Bb6jXjYqOxFw7MwTk7ka5SK4i+MzJf/i+8odV+R7pqIQcH7WHVSB17Y=,E43Up5+E/g+6xWGbSEvaTJJoF6IMuJXCUDLr+Y3YQzZySpAnnCFNJyAFOH1kWW2jDUvRaiDJ9PEvEqZeN+A0aQJlIZDgzY7WFcff7VEZDThu14HcBrOqjGTsp112yyHBR04S4xMtHHyI+NCaD5/ZUUfyIeDoN0Vq+elDW3toRuRUpzwLQ2Lp8ehPVG7mE3dWkhIS9eEVam5j/mnrtTxgrMILd2P9CImICPfdJN0HmvZM26etq1BWg/vhInq5pGyoLSWt7cveiYsITdgmoCgVjpRvIHdbG2INhVZmTfKAMS/qX7Am9B3AfV4wISX0jAMWWOSW7hCoc5bHgOJHRufgbh2T6nP478GRmwv6uO3nvgYGPxWCbBIyNrUTr4oES7LTcWjeNoFUIZzos1aswRdudDoudU59fuvtx6XErQmjjLc3smHcOSDDpotbMOaVJi5s5zVsYHJ41qo0BFUqMrl96nWibNR2iKhfUZOjL0+8DqtxAQdSAbtqiotxGa9r8uYv+ekAEUYig0pNV2VPGuhJiVMHmQ9U+YbfMO88385DYr3cli1bYVDzpH2dFAFfopl3heUHiiGGVJDZRnQCdAMuaxQbCrFGemXEQ4lBqp193icLQZ+UaIzyZ0NS5S6FWLGMoaYcQXb3PK8dWoIBnc5K8AX2tYMelP+ksoJYxvlK6Qw=
8860,"Jack Lebron",24038,82.04,65.99,5.26,"Prince Edward Island",T7kqsF1OsySPTV9QminHGBJvKZ7IrNc0KI1BG7Pu5rlW1F0ie0lCCntrR1Lv0/XEfgsq8+B0oOLbPo4vj6jwJ2+88s9gs/mAhHoMY9M522usUXYiClx9zNy8zj88Xc2+xDObgGB57ZVX9nvvu0jJxYLSAFeKx+pm+FRaSrLKuyWC3lUt+WNxhcyI7CbnQQXlmzNLSApWAEZVYVCOQIXB9JOtM+JQ6UA2eMoDWwmMnrYgNi2QxFMPT13rXekNGhqH25hG61ZtggdMxR0kz2mUPRbI6ORy9pJ/okyxsNLkVIad1DRF0+16zzzjAbWW4GU9YLaFXdyz7Vf/3jBZXD8ZS56DKDjhqO09wuJocr8CTkyhzMBhXNikFwzpZxNWON2pyBB/bS76xtfTFuFxPxVWIkmpN/rQ6IYy9kJYo17B5zgXI0s+UF8z+nm96Tp8CdTg1zg6mMrmdCJ9SMp/JsgrcqfTvy9Evx30/algvrZZwIQ5Eis37ANVMSA933ylb2yvpGeMCdY9Q+ShjqUY6jey3Tj6e0AyAOyBzvzmvt1JCqo0K1O8iZKQeAjIxsQd3uJyRxmukBHgQDGTsewmHxs6XlsinJglK/JyCFOP7gBaml/rzqvr6sJmSP5aPneKRtEmIrKl9rrUY9nEaEuwBC1AfyE1uHuPFUxg7u5gGeHSs+g=,A8TJT4878QVsLQOHpM9D3sv23DLUYhKOMniOZmxotCkboSPAQghyXd9Mys8NRZheuBFQBGWt+wdAfVnX8sQkNh1Zq8Ga9IKJB7F4GaB28p/xcxhHpAmVj5lq0VSZHz5QraLt0L+z2gvb6eHOHaLB1YDECktqFSCOJ1TCNlH8pUgTe02QTEH9+LuJxONuZhnbSwtpYLU+PBiUrhRh6uBPcICk9TidIi7bKb0WSnasG3sK/jq/97kAVg6k58F222cN/QxB1+uSrfFKh0qCYDFZl1+pWE6Xsd1v2Oy3w+hKdaOBwtRwJQCyxc8uRDpXOpe4TrqRaKuIi+CH3bhCDEUNy77fHW6xF73yFaWil5pF/PBCmXhDL1UpUgBxbcK83O9HRU5XV9rc8gxoBXntCCGZMqAJ2lp9hFdVn4GQRpl3wXcPfmb8Ymlk1GwRFwhRy2p9qOzToqqraORevWlj9L0A+lT4bD5mAK441Rh9FNNo9EsueXzEE1mEJ982ZzXxCwauOoWRf8BrhHj7MsLpaEGx4OwCh4QbhJBDjHvetIh8/520Ha22IfJmA3XH5QFpEhUrObwRloXdy0Kd4oCSlUSU4+JQFoMB8fOxkxNP6lVxbvHSwfUHSkKJOvVKghm6KN21Oli2+ikGS+PQ8ZtrsVs6iobaoFIG5UYjL4Jr7vSautI=
"Xerox 1920","Frank Atkinson",24067,-79.35,5.98,7.5,"Prince Edward Island",iEMfMUTenkHpMz+VM2Zi+Ec/o2IN8h26iaA2cXQhvU5WZByl3FQHWeFeV+w1sSErmp8JmXtfLPtXhCP5cLacCi0FctMz8Zuq8FgZDothWutbDplpMGUI5hyL1iGIKULwLwBKZ1oMwW5GJMxOEGUf1Yu0n4U8uucnqaAzXb6HD6iEJF7IQ1HI1AXpbfe/KX+q7SCQBVCVR4Ok0eLxnXKz4KfeCSOvTWT5iYgDc5uDWMJ1yVdyZoeKkby6J0HX/VQGBwshBI/JkqYLxArBpLRZIej3s8S+Uel4C6JGIkYNTy78SqVe8WjkFH2DZL4TpcIX0AgrRKnAGhP85/y5X/lB6R6SjyTr1DV0wcN38sSh9CDPOXj76BDdkiz7YgCTZrAQ09y+3VXfqRrrZrz98I8Acj0MidaK/2jyKdXUc85In9Ip1/C0nZIY73KJCj/rffF5uBIE063VT/uj/d20IfvQMr9RfiYxVBUE89z870oQszDZ7AAWzVPsM/7AM/AQoqqyKqCgZby4AI6UpMXlkeClvF/A02zq+UypseDMLNg5TOw4hngY53QYaZZnYziseseToX66nXcu2wJSEoTOMtK1wRpjRCy345YP4vhrBojyd2wEzobDnpi1RPodp9OBm29MREqp8tfojNpyPAksWrjERIIrzUZ6JkNuWMaDfWGvy68=,fvxLHmcbCSrq7c+iktmWg1HlHPhQbQ5OaUFxiBPJlGLAp3/86VeYLuUfs5+9X80GMO1QiqRc3aWTEBOsh1Wm7ZnuDUObR8If/IEw3tEztzrRxjvXWVFzROU6benfAbNuQiZkGn7JvlU/AH5BJVP3ob1V7DRD/NV34FCBIV/R63LKUqDD7Snkn1N1QY/rBlqCtY3AvfRgdH5p5wfk9jmxPWPefebdH08N7RH7nHxF5UbvavOgxvO7/q+1AlTYQLHD01+h+gBb8rQIGH4Z0W3MBOZ3A4N32Q1x98KwkQjAzJL+DElrFF87mQIGvCpLiKGJuN8dXHAQOprZd3OdybNtmFm91cr36PhBZWUwZpdI22X3kDSvv2wW3ewvRbZau7eXV+rpyo54mKQAwYAUGRvcDp/sBcvceHlZw4XcVW+aDxjlRw9CBMSqScnD3nqUjvPJsR6jt1qKr6e+3LvL8bVFMZc71pS6YPeyfNQ4ez7DMG8q6Kd0fvfyVY/mjnfb+QRQXhsvybh2dipV9EtYHB5mmuaE1kfv0QB8Y+/RWq9/7EG3oLty2Pc+klJQhNQgPJFBxTaiwHeMbRO7p3Hr9yHScrMLyA+8AW9DIWOFgT1MDqyjvcADbAjN4SQRnnI82avbkjJzgr9n2Cw5cgFGv+uiIlcIsv+YP1B/QiK3HdrhpEE=
252,"Frank Atkinson",24067,751.38,65.99,5.92,"Prince Edward Island",oX6+P+8ioCHiYfgysDE0GARqFWLKGJZXIwN1O7odSpR2YNs1SM0UvtpQHRlxf7AN2U0pl3FgJ7C0x2UIu/FWZMpzwU6gGSzdN937BQdfEI/qDA/Lx2x4kJ/U69G5hpZXlbJAV0sbOyGhmz6GQkv8Al0Tg8oUAMKvXWwRxIWxGOd0Y2SnSzISJAJvNi2XWnNX8YjGRMlvgrhDlvkD4LDQ0m9gp7ZNsI2Mzx6+5Jt3Z0Ylu7OXSRj0DaqV81psB7Fl4PVUrepKhsCOoNiN4bCzN4jwxRk649Y+awJkzga78Wqk2Do3QLvJFRgMGVOixl22KXJBiw+yuzKUopQSKmFfcsn7OudQ01pWIoxhkLiJ6hDGAVPIRIKiZP2wl0Dbjsi/ol34EyQlx5aZS4rZOdvcK+hRHgjJVusiApVWFomLxLzuwgkLVSa46A4GszcdcqWahDqgQsfIiWmjX4AtVbZ/sZKzfeE5f/rwnkK4t3rTs6CJkm3qeJK89dBqCkHSSfwb7IWus+duflodoDrzjk6ZwYdn/b2cPCqhY+CfQHrmLmUfATUcN1CY6unxtYNvYh3YIWghLFqZco45wmxjOP9i+Y3ozEoJE8VmcMSBEKmHuvlkE4msJG7ZC/vCstIR84cDGfN87M5nA0BD2QirkjE5PFkNB7k8omtOJqmLTz923NE=,vH341Yv6pBKGdVzFdsXHyiwhJTRLJSG+Eo1KVJE0Obaif8GAG9I5GPRd6Kz0QkmGCooA6TS2JJhDg5bpWIOl+vHxm5dSJVUey6TwqnyQF7ATaXOdVzTS98WWRjTJBIa6UWojqVtTA9xt0J4LYX4D4bw4pq4mNItajLI0o0zgvNi0R1+MCSJKFsr7CnoVluQh29QYLa9xSXFiNFutZ+VJQtcdsRN5e03QcpJQ50o3Dk6Vg+VjtvytNBdCIxKs/SCQMAiwReUJ5Zv/D+nasW1kNytLrCPxBiqVbAoY9gbW+1AMjxdR14TCCQS7BMECCTZ4vHkKdukwcRFikV9uCfDCpHfgzY8sHdiXPTBT9D3lUCWymxMB1dgoU4VbbsUiGbLKyP31c/fstwt6/OFYAZsdMAxFr2TAHOGsq0+qFP1zxRufKxrqfdESPDqtty0cqPnBzohKJxV/P4g7MXAWt01z+f+bGoRp0QZDEJOO3sCZAD7Q0qT1IZ/rxmOCw7nr/kJ0aZu4SaDuAogpAerk47QRv1XWPessvbIC8VmQJTzTqbZIDe96f7UgV2enS00QrrYG29sBWTpUMKILRrexNq1ubzs/oxq4RyMiro2PhLY43DS0+slQPtOahxaRaqgE2o+J7vFf8Fs8Soy+rSOWD3qQmsioYeTjlXboZHm69GFeFtc=
