TASK,NAME,EMAIL,STATUS,CREATED_AT,UPDATED_AT,DELETED_AT,FILED1,FILED2
"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages","Susan Vittorini",31684,23.48,5.68,1.46,,,
"Tenex File Box, Personal Filing Tote with Lid, Black","Susan Vittorini",31684,-328.18,15.51,17.78,,,
"Fellowes Black Plastic Comb Bindings","Sylvia Foulston",31781,-282.61,5.81,8.49,,,
"Assorted Color Push Pins","Sylvia Foulston",31781,5.53,1.81,0.75,,,
"HP Office Paper (20Lb. and 87 Bright)","Chad Cunningham",32193,-10.25,6.68,6.93,,,
"Staples Vinyl Coated Paper Clips","Chad Cunningham",32193,37.33,3.93,0.99,,,
"Canon MP41DH Printing Calculator","Carlos Daly",32229,44.37,150.98,13.99,,,
"Newell 310","Carlos Daly",32229,-0.12,1.76,0.7,,,
"Kensington 7 Outlet MasterPiece Power Center","Grant Carroll",32743,1280.19,177.98,0.99,,,
"DAX Metal Frame, Desktop, Stepped-Edge","Julia West",32806,-28.34,20.24,8.99,,,
"Bush Mission Pointe Library","Roy Skaria",33123,-996.67,150.98,66.27,,,
Accessory21,"Cindy Schnelling",33159,-70.97,20.99,0.99,,,
8860,"Don Jones",33186,221.18,65.99,5.26,,,
"Array� Memo Cubes","Beth Thompson",33377,11.94,5.18,2.04,,,
"Fiskars 8"" Scissors, 2/Pack","Beth Thompson",33377,47.3,17.24,3.26,,,
"12 Colored Short Pencils","Alan Barnes",33444,-17.68,2.6,2.4,,,
"Pizazz� Global Quick File�","Alan Barnes",33444,-30.48,14.97,7.51,,,
"Imation 5.2GB DVD-RAM","Carl Ludwig",33703,-131.48,60.98,1.99,,,
"Acco Perma� 2700 Stacking Storage Drawers","Carl Ludwig",33703,56.26,29.74,6.64,,,
"Portable Personal File Box","Carl Ludwig",33703,-8.47,12.21,4.81,,,
"Snap-A-Way� Black Print Carbonless Speed Message, No Reply Area, Duplicate","Jamie Kunitz",33734,106.53,29.14,4.86,,,
"Ibico Covers for Plastic or Wire Binding Elements","Heather Kirkland",33888,-44.92,11.5,7.19,,,
"Hanging Personal Folder File","Heather Kirkland",33888,-35.08,15.7,11.25,,,
"Tennsco Double-Tier Lockers","Heather Kirkland",33888,965.48,225.02,28.66,,,
"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book","Doug Bickford",33894,11.34,9.27,4.39,,,
"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut","Doug Bickford",33894,-32.48,6.84,8.37,,,
"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack","Doug Bickford",33894,-173.15,4.98,4.62,,,
"PC Concepts 116 Key Quantum 3000 Keyboard","Doug Bickford",33894,-119.02,32.98,5.5,,,
"Epson Stylus 1520 Color Inkjet Printer","Carlos Daly",33922,5353.19,500.97,69.3,,,
"Avery 494","Toby Braunhardt",34177,9.47,2.61,0.5,,,
"Self-Adhesive Address Labels for Typewriters by Universal","Toby Braunhardt",34177,73.18,7.31,0.49,,,
Accessory37,"Toby Braunhardt",34177,-83.95,20.99,2.5,,,
"Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders","Cari Schnelling",34215,-5.92,5.34,2.99,,,
"Eureka Disposable Bags for Sanitaire� Vibra Groomer I� Upright Vac","Thomas Seio",34246,-257.11,4.06,6.89,,,
"AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting","Thomas Seio",34246,192.33,99.99,19.99,,,
"Peel & Seel� Recycled Catalog Envelopes, Brown","Thomas Seio",34246,1.91,11.58,6.97,,,
"Cardinal Poly Pocket Divider Pockets for Ring Binders","Brendan Dodson",34631,-22.28,3.36,6.27,,,
"Canon PC1060 Personal Laser Copier","Brendan Dodson",34631,2808.22,699.99,24.49,,,
"Sterling Rubber Bands by Alliance","Charlotte Melton",35047,-7.06,4.71,0.7,,,
"Newell 312","Beth Thompson",35266,33.5,5.84,1.2,,,
"BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables","Beth Thompson",35266,-998.94,218.75,69.64,,,
"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack","Eugene Barchas",35847,-144.27,15.98,8.99,,,
"Avery Flip-Chart Easel Binder, Black","Michelle Lonsdale",36001,-78.36,22.38,15.1,,,
"GBC Binding covers","Michelle Lonsdale",36001,51.82,12.95,4.98,,,
R280,"Grant Carroll",36134,-413.33,155.99,8.99,,,
Accessory9,"Beth Paige",36135,381.17,35.99,3.3,,,
"U.S. Robotics 56K Internet Call Modem","Dorothy Wardle",36644,218.72,99.99,19.99,,,
"Tennsco Industrial Shelving","Muhammed MacIntyre",36646,-743.96,48.91,35,,,
"Staples Bulldog Clip","Charlotte Melton",36707,71.56,3.78,0.71,,,
"Micro Innovations Micro 3000 Keyboard, Black","Muhammed MacIntyre",37253,-99.55,26.31,5.89,,,
"Fellowes Basic 104-Key Keyboard, Platinum","Claudia Miner",37541,-70.68,20.95,5.99,,,
"Xerox 1882","Claudia Miner",37541,98.32,55.98,13.88,,,
"Carina Double Wide Media Storage Towers in Natural & Black","Claudia Miner",37541,-599.54,80.98,35,,,
"Portable Personal File Box","Brendan Dodson",37634,-36.78,12.21,4.81,,,
"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L","Dorothy Wardle",37793,-49.31,13.9,7.59,,,
"Eldon Cleatmat� Chair Mats for Medium Pile Carpets","Mike Pelletier",37860,-98.31,55.5,52.2,,,
"Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)","Edward Hooks",38884,-119.84,5.28,5.66,,,
"Hon 94000 Series Round Tables","Edward Hooks",38884,-98.05,296.18,54.12,,,
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting","Jamie Kunitz",39364,-1.33,92.23,39.61,,,
"Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind","Jamie Kunitz",39364,8417.57,1270.99,19.99,,,
"Global High-Back Leather Tilter, Burgundy","Julia West",39457,-1975.26,122.99,70.2,,,
"Poly Designer Cover & Back","Jeremy Lonsdale",39683,168,18.99,5.23,,,
"Lifetime Advantage� Folding Chairs, 4/Carton","Jeremy Lonsdale",39683,2113.95,218.08,18.06,,,
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size","Jeremy Lonsdale",39683,66.97,20.24,6.67,,,
"Stockwell Push Pins","Jeremy Lonsdale",39683,6.37,2.18,0.78,,,
"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack","Cindy Schnelling",39846,-62.73,4.98,4.62,,,
8260,"Heather Kirkland",40036,-147.36,65.99,8.99,,,
3390,"Alan Barnes",40067,519.25,65.99,5.31,,,
"Global Deluxe Stacking Chair, Gray","Hunter Glantz",40132,149.83,50.98,14.19,,,
"Bevis 36 x 72 Conference Tables","Hunter Glantz",40132,-219.38,124.49,51.94,,,
"Avery Flip-Chart Easel Binder, Black","Hunter Glantz",40132,-86.2,22.38,15.1,,,
"Howard Miller 16"" Diameter Gallery Wall Clock","Julia West",40160,202.87,63.94,14.48,,,
"ACCOHIDE� 3-Ring Binder, Blue, 1""","Carlos Daly",40518,-12.16,4.13,5.04,,,
"Global High-Back Leather Tilter, Burgundy","Barry French",40804,-1775.83,122.99,70.2,,,
"Wilson Jones Hanging View Binder, White, 1""","Susan Vittorini",40902,-48.88,7.1,6.05,,,
"Boston 1730 StandUp Electric Pencil Sharpener","Carl Jackson",41063,-34.09,21.38,8.99,,,
Accessory31,"Carl Jackson",41063,42.27,35.99,0.99,,,
Accessory8,"Carl Jackson",41063,822.89,85.99,1.25,,,
"Fellowes 17-key keypad for PS/2 interface","Alan Barnes",41153,-45.1,30.73,4,,,
"Hanging Personal Folder File","Charlotte Melton",41184,-56.06,15.7,11.25,,,
"Ibico Covers for Plastic or Wire Binding Elements","Beth Thompson",41409,-18.25,11.5,7.19,,,
"Hoover Portapower� Portable Vacuum","Bryan Mills",41696,-2088.68,4.48,49,,,
"Fellowes Command Center 5-outlet power strip","Alan Barnes",42209,-12.82,67.84,0.99,,,
"SAFCO Arco Folding Chair","Alan Barnes",42209,2795.36,276.2,24.49,,,
Accessory12,"Beth Paige",42561,298.48,85.99,2.5,,,
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black","Mike Pelletier",42564,2155.41,200.98,23.76,,,
3390,"Delfina Latchford",42695,-10.3,65.99,5.31,,,
"GBC DocuBind TL300 Electric Binding System","Susan Vittorini",42981,232.44,896.99,19.99,,,
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb","Dorothy Wardle",43109,-21.85,15.01,8.4,,,
"Microsoft Internet Keyboard","Dorothy Wardle",43109,-145.78,20.97,6.5,,,
"TDK 4.7GB DVD-R","Dorothy Wardle",43109,-3.96,10.01,1.99,,,
"Xerox 1977","Susan Vittorini",43203,-33.69,6.68,5.2,,,
"DAX Solid Wood Frames","Jamie Kunitz",43236,10.68,9.77,6.02,,,
"Honeywell Enviracaire� Portable Air Cleaner for up to 8 x 10 Room","Fred Wasserman",43267,171.26,76.72,19.95,,,
"Belkin 8 Outlet SurgeMaster II Gold Surge Protector","Doug Bickford",43329,752.37,59.98,3.99,,,
8260,"Fred Wasserman",43330,337.04,65.99,8.99,,,
"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13","Susan Vittorini",43364,158.98,23.99,6.71,,,
"Multimedia Mailers","Doug Bickford",43392,2969.81,162.93,19.99,,,
"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes","Claudia Miner",43781,240.41,10.94,1.39,,,
"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets","Claudia Miner",43781,393.41,40.98,2.99,,,
"DXL� Angle-View Binders with Locking Rings, Black","Frank Price",44071,-43.75,5.99,4.92,,,
8260,"Frank Price",44071,83.84,65.99,8.99,,,
"Newell� 3-Hole Punched Plastic Slotted Magazine Holders for Binders","Dorothy Wardle",44519,-144.76,4.57,5.42,,,
"Laser & Ink Jet Business Envelopes","Dorothy Wardle",44519,155.69,10.67,1.39,,,
"Okidata ML390 Turbo Dot Matrix Printers","Dorothy Wardle",44519,5386.32,442.14,14.7,,,
"Eldon Regeneration Recycled Desk Accessories, Smoke","Allen Rosenblatt",44708,-37.39,1.74,4.08,,,
Accessory36,"Dorothy Wardle",44772,-232.99,55.99,5,,,
"Linden� 12"" Wall Clock With Oak Frame","Julia West",44839,-246.3,33.98,19.99,,,
2160i,"Ralph Knight",45217,1864.66,200.99,4.2,,,
"Global Deluxe High-Back Office Chair in Storm","Michelle Lonsdale",45440,-183.6,135.99,28.63,,,
"Howard Miller 16"" Diameter Gallery Wall Clock","Charlotte Melton",45766,1026.07,63.94,14.48,,,
"Canon MP100DHII Printing Calculator","Charlotte Melton",45766,1765.48,140.99,13.99,,,
Accessory21,"Allen Rosenblatt",45861,319.1,20.99,0.99,,,
"Verbatim DVD-R 4.7GB authoring disc","Neola Schneider",45957,162.83,39.24,1.99,,,
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4","Neola Schneider",45957,-30.92,7.64,5.83,,,
"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro� Back, 8-1/2x11, 25/Bx","Joy Bell",46912,181.53,54.74,14.83,,,
"Avery 51","Monica Federle",46980,103.16,6.3,0.5,,,
"SANFORD Liquid Accent� Tank-Style Highlighters","Jamie Kunitz",47460,-3.64,2.84,0.93,,,
"Avery Poly Binder Pockets","Susan Vittorini",47462,-166.92,3.58,5.47,,,
"Dixon My First Ticonderoga Pencil, #2","Susan Vittorini",47462,-1.22,5.85,2.27,,,
"Acco� Hot Clips� Clips to Go","Susan Vittorini",47462,21.62,3.29,1.35,,,
"Fiskars� Softgrip Scissors","Charles McCrossin",47620,20.27,10.98,3.37,,,
"Elite 5"" Scissors","Cari Schnelling",47749,-188.53,8.45,7.77,,,
"Eldon Wave Desk Accessories","Doug Bickford",47873,-17.38,5.89,5.57,,,
"Avery 478","Don Miller",47943,24.06,4.91,0.5,,,
"Boston 16701 Slimline Battery Pencil Sharpener","Don Miller",47943,63.46,15.94,5.45,,,
"Xerox 1982","Fred Wasserman",48101,-39.92,22.84,16.87,,,
"Soundgear Copyboard Conference Phone, Optional Battery","Bryan Mills",48295,4938.78,204.1,13.99,,,
"Dot Matrix Printer Tape Reel Labels, White, 5000/Box","Carlos Daly",48839,-37.06,98.31,0.49,,,
"Euro Pro Shark Stick Mini Vacuum","Joy Bell",49154,-807.89,60.98,49,,,
"Panasonic KX-P1150 Dot Matrix Printer","Claudia Miner",49921,-280.28,145.45,17.85,,,
"Recycled Eldon Regeneration Jumbo File","Claudia Miner",49921,-7.26,12.28,6.13,,,
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""","Beth Thompson",49952,630.28,107.53,5.81,,,
"Avery 498","Allen Rosenblatt",50117,14.49,2.89,0.5,,,
"Premium Transparent Presentation Covers by GBC","Beth Thompson",50278,-27.53,20.98,8.83,,,
"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf","Beth Thompson",50278,-355.94,100.8,60,,,
"GBC VeloBinder Electric Binding Machine","Susan Vittorini",50374,1443.35,120.98,9.07,,,
"Brown Kraft Recycled Envelopes","Sylvia Foulston",50565,-138.82,16.98,12.39,,,
"Acme� 8"" Straight Scissors","Joy Bell",50688,27.86,12.98,3.14,,,
"Bell Sonecor JB700 Caller ID","Becky Castell",50754,-58.34,7.99,5.03,,,
A1228,"Carlos Daly",50914,2763.13,195.99,8.99,,,
"3M Polarizing Task Lamp with Clamp Arm, Light Gray","Cari Schnelling",51169,-192.92,136.98,24.49,,,
8290,"Jim Radford",51938,-488.31,125.99,5.63,,,
"Hewlett-Packard Deskjet 5550 Color Inkjet Printer","Allen Rosenblatt",51970,-343.47,115.99,56.14,,,
"Fellowes Neat Ideas� Storage Cubes","Dorothy Badders",51971,-1129.96,32.48,35,,,
"Lesro Round Back Collection Coffee Table, End Table","Dorothy Badders",51971,-803.52,182.55,69,,,
"Avery 492","Mike Pelletier",52193,10.51,2.88,0.5,,,
"Newell 343","Mike Pelletier",52193,6.04,2.94,0.96,,,
"Recycled Eldon Regeneration Jumbo File","Doug Bickford",52321,-37.52,12.28,6.13,,,
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black","Doug Bickford",52321,5626.42,349.45,60,,,
"Canon S750 Color Inkjet Printer","Susan Vittorini",52386,-188.58,120.97,26.3,,,
"Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener","Andrew Gjertsen",52807,204.74,21.98,2.87,,,
"AT&T Black Trimline Phone, Model 210","Muhammed MacIntyre",52929,-90.14,15.99,9.4,,,
"Newell 318","Muhammed MacIntyre",52929,-6.53,2.78,1.25,,,
"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack","Muhammed MacIntyre",52929,7.34,6.47,1.22,,,
"Staples Vinyl Coated Paper Clips","Muhammed MacIntyre",52929,19.68,3.93,0.99,,,
"3M Polarizing Task Lamp with Clamp Arm, Light Gray","Jim Radford",52964,828.27,136.98,24.49,,,
"Avery 491","Bryan Davis",53156,56.44,4.13,0.99,,,
"Fellowes Black Plastic Comb Bindings","Anthony Johnson",53511,-243.24,5.81,8.49,,,
"Eldon Expressions� Desk Accessory, Wood Pencil Holder, Oak","Anthony Johnson",53511,-53.62,9.65,6.22,,,
"O'Sullivan 3-Shelf Heavy-Duty Bookcases","Doug Bickford",53797,-213.32,58.14,36.61,,,
T18,"Carlos Daly",53990,1411.03,110.99,2.5,,,
"Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators","Don Miller",54083,258.01,279.81,23.19,,,
"Honeywell Quietcare HEPA Air Cleaner","Don Jones",54274,328,78.65,13.99,,,
"Staples Colored Bar Computer Paper","Chad Cunningham",54276,299.59,35.44,4.92,,,
"Boston 16765 Mini Stand Up Battery Pencil Sharpener","Ralph Arnett",54528,-85.91,11.66,8.99,,,
"Staples Battery-Operated Desktop Pencil Sharpener","Ralph Arnett",54528,-6.38,10.48,2.89,,,
"Eldon� 200 Class� Desk Accessories","Nicole Hansen",54567,-61.59,6.28,5.41,,,
"Memorex 80 Minute CD-R, 30/Pack","Fred Wasserman",54628,115.54,22.98,1.99,,,
"Global Leather and Oak Executive Chair, Black","Bryan Mills",55298,-165.6,300.98,64.73,,,
"Dual Level, Single-Width Filing Carts","Ralph Arnett",55363,542.16,155.06,7.07,,,
"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum","Doug Bickford",55366,-204.65,55.94,6.55,,,
"Wilson Jones 1"" Hanging DublLock� Ring Binders","Eugene Barchas",55715,16.65,5.28,2.99,,,
"Master Giant Foot� Doorstop, Safety Yellow","Brad Eason",55875,39.29,7.59,4,,,
"Perma STOR-ALL� Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H","Brad Eason",55875,-104.96,5.98,4.69,,,
"Epson DFX-8500 Dot Matrix Printer","Dorothy Wardle",56453,-5572.39,2550.14,29.7,,,
"Xerox 194","Ralph Knight",57127,171.82,55.48,14.3,,,
"SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp","Sylvia Foulston",57344,-71.03,28.99,8.59,,,
"Avery 493","Neola Schneider",57509,101.13,4.91,0.5,,,
"Bevis Round Bullnose 29"" High Table Top","Neola Schneider",57509,-202.58,259.71,66.67,,,
"GBC Recycled Regency Composition Covers","Grant Carroll",57600,584.15,59.78,10.29,,,
"Avery 506","Grant Carroll",57600,85.81,4.13,0.5,,,
"Xerox 197","Grant Carroll",57600,-8.42,30.98,17.08,,,
"Eldon� Expressions� Wood Desk Accessories, Oak","Julia West",58055,-56.45,7.38,5.21,,,
"Xerox 1935","Muhammed MacIntyre",58144,257.32,26.38,5.86,,,
"Peel & Stick Add-On Corner Pockets","Susan Vittorini",58150,-119.62,2.16,6.05,,,
"Eureka The Boss� Cordless Rechargeable Stick Vac","Sylvia Foulston",58340,278.12,50.98,13.66,,,
"Eldon� Wave Desk Accessories","Doug Bickford",58368,-4.43,2.08,5.33,,,
"Xerox 1905","Doug Bickford",58368,-206.46,6.48,9.54,,,
"Fellowes Bankers Box� Staxonsteel� Drawer File/Stacking System","Doug Bickford",58368,-76.11,64.98,6.88,,,
"Executive Impressions 13"" Clairmont Wall Clock","Dorothy Badders",58434,268.32,19.23,6.15,,,
"Global Leather and Oak Executive Chair, Black","Henry Goldwyn",58626,673.77,300.98,64.73,,,
"Global Troy� Executive Leather Low-Back Tilter","Henry Goldwyn",58626,2608.72,500.98,26,,,
"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus","Henry Goldwyn",58626,171.59,45.19,1.99,,,
"Staples SlimLine Pencil Sharpener","Grant Carroll",58688,-41.87,11.97,5.81,,,
"Presstex Flexible Ring Binders","Chad Cunningham",59045,32.87,4.55,1.49,,,
"Memorex 4.7GB DVD+RW, 3/Pack","Beth Thompson",59047,19.2,28.48,1.99,,,
"Eldon Image Series Black Desk Accessories","Beth Thompson",59047,-93.93,4.14,6.6,,,
"Avery 485","Andrew Gjertsen",59202,21.92,12.53,0.5,,,
"Dixon My First Ticonderoga Pencil, #2","Andrew Gjertsen",59202,7.45,5.85,2.27,,,
"Global Adaptabilities� Conference Tables","Sylvia Foulston",59207,-945.56,280.98,81.98,,,
"Kensington 7 Outlet MasterPiece Power Center","Michelle Lonsdale",59234,2109.21,177.98,0.99,,,
"Global Deluxe Stacking Chair, Gray","Michelle Lonsdale",59234,11.46,50.98,14.19,,,
"Xerox 1885","Cari Schnelling",59395,367.12,48.04,7.23,,,
"Avery 479","Henry Goldwyn",59558,37.73,2.61,0.5,,,
"AT&T Black Trimline Phone, Model 210","Edward Hooks",59585,-110.93,15.99,9.4,,,
"Fellowes Twister Kit, Gray/Clear, 3/pkg","Brendan Dodson",59651,-196.06,8.04,8.94,,,
"Eldon Pizzaz� Desk Accessories","Brendan Dodson",59651,-52.92,2.23,4.57,,,
"GBC Binding covers","Harold Engle",645,89.45,12.95,4.98,,,
"Hewlett-Packard Deskjet 5550 Color Inkjet Printer","Roy French",769,4.15,115.99,56.14,,,
"Talkabout T8367","Helen Abelman",773,324.93,65.99,8.99,,,
"Logitech Access Keyboard","Guy Armstrong",1187,20.21,15.98,4,,,
"Fellowes Strictly Business� Drawer File, Letter/Legal Size","Jennifer Braxton",2339,-120.45,140.85,19.99,,,
"Newell 336","Giulietta Baptist",3521,28.71,4.28,0.94,,,
"Conquest� 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit","Jack Lebron",4007,112.36,56.96,13.22,,,
"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units","Jack Lebron",4007,-232.24,279.48,35,,,
"GBC DocuBind P100 Manual Binding Machine","Erica Bern",4416,2665.4,165.98,19.99,,,
"Avery 497","Erica Bern",4454,21.42,3.08,0.5,,,
"SAFCO Folding Chair Trolley","Helen Abelman",5153,1467.82,128.24,12.65,,,
"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""","Guy Armstrong",5446,44.1,10.98,4.8,,,
"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS","Helen Abelman",8131,191.29,29.89,1.99,,,
"Keytronic Designer 104- Key Black Keyboard","Christopher Schild",8994,-580.32,40.48,19.99,,,
Accessory31,"Roy French",9027,458.98,35.99,0.99,,,
"Avanti 4.4 Cu. Ft. Refrigerator","Roy French",9216,-86.68,180.98,55.24,,,
"Bush Mission Pointe Library","Jennifer Braxton",9537,-382.38,150.98,66.27,,,
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue","Jennifer Braxton",9537,-149.09,3.81,5.44,,,
"Ibico Covers for Plastic or Wire Binding Elements","Joy Smith",9574,-68.98,11.5,7.19,,,
"Boston KS Multi-Size Manual Pencil Sharpener","Evan Minnotte",10435,-14.31,22.99,8.99,,,
"Hunt BOSTON� Vista� Battery-Operated Pencil Sharpener, Black","Evan Minnotte",10435,-162.24,11.66,7.95,,,
"Martin-Yale Premier Letter Opener","Jenna Caffey",10851,-175.13,12.88,4.59,,,
"Recycled Premium Regency Composition Covers","Harold Engle",10852,-27.26,15.28,10.91,,,
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors","Harold Engle",10852,3030.16,300.98,54.92,,,
i1000,"Harold Engle",11269,354.96,65.99,5.99,,,
"Avery 493","Harold Engle",11269,112.35,4.91,0.5,,,
"Fellowes Super Stor/Drawer�","Harold Engle",11269,-19.32,27.75,19.99,,,
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle","Hilary Holden",11362,569.57,110.98,13.99,,,
"*Staples* Letter Opener","Hilary Holden",11362,-119.66,2.18,5,,,
"Canon PC1060 Personal Laser Copier","Hilary Holden",11362,-690.21,699.99,24.49,,,
"LX 677","Hilary Holden",11362,424.14,110.99,8.99,,,
"Avery Hi-Liter� Fluorescent Desk Style Markers","Christopher Schild",11968,26.09,3.38,0.85,,,
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes","Harold Engle",12293,119.64,8.74,1.39,,,
"Acco Suede Grain Vinyl Round Ring Binder","Greg Guthrie",12773,-4.61,2.78,1.49,,,
"Eldon Image Series Black Desk Accessories","Greg Guthrie",12773,-49.6,4.14,6.6,,,
"Xerox 213","Greg Guthrie",12773,-77.18,6.48,7.86,,,
"Newell 342","Greg Guthrie",12773,-50.88,3.28,3.97,,,
"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box","Guy Armstrong",12934,186.64,9.78,1.39,,,
"Newell 337","Guy Armstrong",12934,-66.35,3.28,3.97,,,
"GBC Binding covers","Joy Smith",13120,82.59,12.95,4.98,,,
"GBC Standard Therm-A-Bind Covers","Joy Smith",13120,-17.37,24.92,12.98,,,
"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray","Erica Bern",13604,1166.4,83.1,6.13,,,
"Eldon ClusterMat Chair Mat with Cordless Antistatic Protection","Erica Bern",13604,-1396.22,90.98,56.2,,,
"Xerox 1985","Dan Reichenbach",13927,-21.41,6.48,5.16,,,
"Zoom V.92 V.44 PCI Internal Controllerless FaxModem","Erica Bern",15044,167.37,39.99,10.25,,,
"Global Leather and Oak Executive Chair, Black","Guy Armstrong",15139,636.2,300.98,64.73,,,
"Tennsco Lockers, Sand","Guy Armstrong",15139,-1163.21,20.98,45,,,
"Xerox 1920","Evan Minnotte",15463,-193.48,5.98,7.5,,,
"Xerox 1928","Joy Smith",15618,-34.98,5.28,6.26,,,
"Xerox 1939","Joy Smith",15618,26.27,18.97,9.54,,,
"StarTAC 7760","Joy Smith",15618,-11.4,65.99,3.99,,,
"Magna Visual Magnetic Picture Hangers","Paul Gonzalez",16100,-115.54,4.82,5.72,,,
M3682,"Filia McAdams",16320,176.87,125.99,8.08,,,
"Xerox 1978","Joy Smith",16419,-103.65,5.78,5.67,,,
"Sauder Forest Hills Library, Woodland Oak Finish","Greg Guthrie",17090,-443.78,140.98,36.09,,,
"Global High-Back Leather Tilter, Burgundy","Greg Guthrie",17090,-1086.43,122.99,70.2,,,
"Wirebound Message Book, 4 per Page","Joy Smith",17315,64.01,5.43,0.95,,,
"Memorex 4.7GB DVD+RW, 3/Pack","Joy Smith",17376,425.08,28.48,1.99,,,
"Hoover WindTunnel� Plus Canister Vacuum","Greg Guthrie",18210,2437.17,363.25,19.99,,,
"Newell 335","Greg Guthrie",18210,12.58,2.88,0.7,,,
"Zoom V.92 USB External Faxmodem","Jack Lebron",18273,-3.68,49.99,19.99,,,
"Telescoping Adjustable Floor Lamp","Joy Smith",18788,-19.33,19.99,11.17,,,
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue","Evan Minnotte",19042,54.9,40.98,7.47,,,
"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry","Chuck Magee",19073,20.08,10.64,5.16,,,
"Prang Drawing Pencil Set","Chuck Magee",19073,5.81,2.78,1.34,,,
"Xerox 1992","Filia McAdams",19365,-43.36,5.98,5.2,,,
"TI 36X Solar Scientific Calculator","Jack Lebron",19617,270.69,23.99,6.3,,,
"V 3600 Series","Jack Lebron",19617,-296.37,65.99,8.99,,,
"Sharp AL-1530CS Digital Copier","Jack Lebron",20033,-1011.32,499.99,24.49,,,
"Hon 4-Shelf Metal Bookcases","Harold Engle",21223,-144.43,100.98,26.22,,,
"Deflect-o EconoMat Nonstudded, No Bevel Mat","Harold Engle",21223,122.41,51.65,18.45,,,
"Lock-Up Easel 'Spel-Binder'","Jack Lebron",21378,391.6,28.53,1.49,,,
"U.S. Robotics 56K Internet Call Modem","Jack Lebron",21378,26.94,99.99,19.99,,,
"Boston 1730 StandUp Electric Pencil Sharpener","Frank Atkinson",21542,-27.34,21.38,8.99,,,
"Bretford CR4500 Series Slim Rectangular Table","Frank Atkinson",21542,715.18,348.21,84.84,,,
"Euro Pro Shark Stick Mini Vacuum","Jack Lebron",22469,-678.63,60.98,49,,,
"Hon 5100 Series Wood Tables","Jack Lebron",22469,40.32,290.98,69,,,
"Belkin ErgoBoard� Keyboard","Evan Minnotte",22656,-77.89,30.98,6.5,,,
"Riverleaf Stik-Withit� Designer Note Cubes�","Joy Smith",22695,161.13,10.06,2.06,,,
"Coloredge Poster Frame","Dan Reichenbach",23076,122.21,14.2,5.3,,,
8860,"Jack Lebron",24038,82.04,65.99,5.26,,,
"Xerox 1920","Frank Atkinson",24067,-79.35,5.98,7.5,,,
252,"Frank Atkinson",24067,751.38,65.99,5.92,,,
